idAS,nom_orga,nom_event,genre,nb_abonne
10,Zyprexa,Meizu,Crime,428820
45,Attends Daily Barrier,LG,Adventure|Drama,311776
20,Toviaz,Panasonic,Comedy|Musical,121608
93,Lady Speed Stick,Micromax,Drama|Mystery|Thriller,173285
11,ACETAMINOPHEN AND CODEINE,Unnecto,Comedy|Drama,280749
37,Retin-A MICRO,Tecno,Comedy|Crime|Thriller,354000
89,Hand Sanitizer,LG,Adventure|Children,149085
57,Digoxin,Sony,Comedy,351296
91,Humulin,Toshiba,Action|Drama,145685
15,Lancome Paris Bienfait MultiVital Broad Spectrum SPF 30 Sunscreen,Sewon,Drama|Musical,140571
60,Soft and Dri Clear Glide IS Antiperspirant Powder Soft,LG,Comedy|Fantasy|Musical|Romance,121094
71,Trauma Free,BlackBerry,Drama,469276
59,ALLERGY,Asus,Comedy|Crime|Romance,181061
14,buprenorphine hydrochloride and naloxone hydrochloride dihydrate,Innostream,Comedy|Horror,425664
25,Finasteride,ZTE,Drama,242904
78,ImproVue,LG,Action|Adventure|Comedy|Western,491990
25,Kroger Sunscreen,verykool,Crime|Drama,358659
44,Clozaril,Samsung,Drama,168789
83,Hydrocodone Bitartrate And Acetaminophen,Allview,Drama,126307
64,leader nicotine,Bird,Animation|Comedy,320387
78,REFRESH TEARS,Qtek,Drama|Romance,429264
67,Mini Pain Relief,Nokia,Drama|Thriller,341879
47,Pravastatin Sodium,Huawei,Horror,351866
42,EXTRA STRENGTH STOOL SOFTENER LAXATIVE,Lenovo,Adventure|Fantasy|IMAX,410936
8,Meijer,LG,Horror,198275
1,Bethanechol Chloride,Samsung,Drama|Romance,57808
3,Morphine Sulfate,Samsung,Drama|Musical,464780
53,Sun Total Protector Color 30 Dark Tint,Micromax,Drama|Romance,397390
86,Nicardipine Hydrochloride,Oppo,Action|Thriller,459357
61,CLINIMIX,Samsung,Action|Crime|Mystery|Romance|Thriller,59084
79,IOPE RETIGEN ESSENCE DUAL CONCEALER,Icemobile,Drama,489466
84,Lithium Carbonate,Motorola,Horror,129703
36,Pit Boss Antiperspirant and Deodorant,verykool,Comedy,103910
29,Cold Spot,Xiaomi,Comedy|Crime|Drama,152780
39,Cetirizine Hydrochloride,ZTE,Documentary,318651
31,Brontuss,Micromax,Documentary,309571
21,Burn with Lidocaine,VK,Drama|Thriller|War,313257
74,Diclofenac Sodium,alcatel,Documentary,271667
56,Dexamethasone,BLU,Comedy,153279
64,CPDA-1,HTC,Action|Adventure|Crime|Western,258478
81,Pulmo Mercurius Special Order,Huawei,Documentary,404603
58,dg health naproxen sodium,LG,Crime|Drama|Thriller,448203
19,Good Sense cold,Motorola,Comedy|Romance,65579
76,Western White Pine,Amazon,Comedy|Romance,309081
29,Isopropyl Rubbing Alcohol,Haier,Western,408672
26,Folic Acid,Acer,Crime|Drama|Film-Noir|Mystery,400003
93,Ampicillin Sodium and Sulbactam Sodium,Micromax,Action|Adventure|Drama|Romance,367179
51,Ketorolac Tromethamine,Nokia,Action|Adventure|Comedy,70501
68,Ketorolac Tromethamine,Sony,Drama,351758
91,Russian Thistle,vivo,Crime,111121
6,ADVAIR HFA,Vodafone,Comedy,114760
69,HurriCaine,Samsung,Drama,203811
71,Acetaminophen and Codeine Phosphate,Sony,Horror|Mystery,79333
53,Nicotiana Carbo,verykool,Drama,39252
7,Acne Wipes,Motorola,Adventure|Comedy|Fantasy,180438
77,Mucus Relief,Siemens,Documentary,20289
23,Varibar Nectar,Lenovo,Drama|Romance,125180
51,BELSOMRA,TCL,Comedy|Sci-Fi,124571
62,topcare enema,Maxon,Comedy,398290
11,Norepinephrine bitartrate,Telit,Comedy|Drama,344538
8,Nitrogen,Sony,Comedy|Drama,192938
57,Sensipar,Coolpad,Comedy,413130
88,NIA 24 SPF 30,Amoi,Drama|Romance,311378
72,"Pollens - Weeds, Dock/Sorrel Mix",HTC,Crime|Drama|Mystery,491052
97,Lisinopril and Hydrochlorothiazide,Sony,Action|Comedy,372068
32,Muscle Rub,Gigabyte,Action|Fantasy|Horror,97457
31,nifedipine,Spice,Drama,205507
95,Denti-Care Denti-Rinse,LG,Drama|Romance|War,137002
34,Better Breath,Motorola,Action|Adventure|Drama|Musical|Romance|Thriller|War,234513
80,COW MILK,BenQ-Siemens,Sci-Fi,463133
24,Barielle Fungus Rx Maximum Strength Anti-Fungal,Nokia,Drama|Horror|Thriller,111590
47,ONDANSETRON,Honor,Comedy|Documentary|Drama,308431
13,Alprazolam,ZTE,Horror,209633
40,Daytime NiteTime,QMobile,Comedy|Romance,131987
27,ZINC OXIDE,LG,Drama,23548
46,EROS ANAL EASE,BlackBerry,Action|Drama|Sci-Fi,147448
79,CD DIORSKIN NUDE SKIN-GLOWING MAKEUP SUNSCREEN BROAD SPECTRUM SPF 15 022 Cameo,Samsung,Documentary,44122
69,SALICYLIC ACID,Micromax,(no genres listed),92588
93,ELOCTATE,OnePlus,Comedy|Crime,412440
38,Levetiracetam,vivo,Comedy,289887
65,CHILDRENS DIMETAPP COLD AND ALLERGY,Siemens,Comedy|Drama|Musical|Romance,279273
76,Arizona Cypress,LG,Comedy,342606
23,Ranexa,Motorola,Drama,25017
47,Multi Vitamin Infusion,Motorola,Action|Adventure|Sci-Fi,158362
69,Crest Pro-Health Stages,Samsung,Crime|Drama|Thriller,227995
98,Magnesium Citrate,LG,(no genres listed),29625
63,Nerve Pain Relief,Google,Drama,339805
19,Lisinopril,Siemens,Drama|Thriller,240755
97,Tramadol Hydrochloride and Acetaminophen,Samsung,Drama,90890
42,Diclofenac Sodium,Lenovo,Comedy|Crime,236952
75,Topcare Nite Time Day Time Cold and Flu Relief,Lenovo,Drama|Mystery,479921
33,Rescue 5,Motorola,Musical,326819
50,Anti-Bacterial Hand,Siemens,Action|Drama|Mystery|Thriller,63857
65,Double Prawn Rumagon,Xiaomi,Drama,65288
12,Carvedilol,Karbonn,Action|Adventure|Drama|Thriller,398349
4,Oxygen,Motorola,Action|Crime|Drama,120471
88,ISENTRESS,LG,Documentary,350699
17,Bupropion Hydrochloride,Samsung,Action|Adventure|Sci-Fi,18836
97,Smart Sense Athletes Foot,ZTE,Drama,61071
32,Ramipril,Parla,Action|Comedy|Fantasy,35416
77,CLARINS Broad Spectrum SPF 15 Everlasting Foundation Tint 104,Spice,Comedy,281303
97,Pravastatin Sodium,ZTE,Crime|Drama|Thriller,133932
73,Reversion Acne Control,Maxwest,Drama,430193
3,EROS PLATINUM BODYGLIDE,Infinix,(no genres listed),110467
28,Ambien,Infinix,Adventure|War,381738
16,Losartan Potassium and Hydrochlorothiazide,Motorola,Action|Adventure|Sci-Fi,339605
30,Gas Relief,Samsung,Drama,474190
3,ROPINIROLE HYDROCHLORIDE,HTC,Thriller,299183
63,ZANTAC,Microsoft,Drama|Mystery,335135
100,Levofloxacin,vivo,Comedy,335148
2,One Seed Juniper,Nokia,Animation,305535
12,Trazodone Hydrochloride,BLU,Crime|Drama,152081
68,Tricor,Asus,Drama|Thriller,66984
17,Prednisone,verykool,Drama,317878
3,Ammonia N 13,Amazon,Comedy,177292
21,Stopain Cold Professional Strength Pain Relieving,ZTE,Comedy,244187
49,Finasteride,Nokia,Drama,209086
15,NIVEA A Kiss of Smoothness Hydrating Lip Care,Panasonic,Documentary,471478
100,Estradiol,BlackBerry,Comedy|Drama|Romance,99123
58,C Mold Mixture,Celkon,Comedy|Drama,241094
3,Robinul,Celkon,Drama|Film-Noir|Mystery,24325
3,Bacterial Infection,Realme,Comedy|Mystery,391887
22,ZOLPIDEM TARTRATE,Asus,Crime|Drama,452710
30,Raymond Waites Gerber Daisy Waterless Anti-bacterial Hand Sanitizer,Sony,Comedy|Drama,271563
79,COMMON BIG SAGEBRUSH POLLEN,Gionee,Drama|Romance,231956
56,ALKERAN,Lenovo,Documentary,267130
71,Doxycycline Monohydrate,Samsung,Comedy,252988
50,Agaricus Phosphorus,Tecno,Action|Drama|Western,489288
68,Rexall Nicotine,LG,Documentary,212761
3,Furosemide,Maxon,Comedy,136861
85,IVA ANNUA VAR ANNUA POLLEN,Nokia,Comedy|Romance,155668
36,Ampicillin and Sulbactam,BlackBerry,Action|Comedy|Crime|Thriller,343319
83,Venlafaxine Hydrochloride,Celkon,Drama,442712
67,Enalapril Maleate,Samsung,Drama,164992
15,MEDI-PATCH WITH LIDOCAINE,XOLO,Action|Horror,341439
83,zaleplon,Samsung,Action|Crime|Drama,55356
47,verapamil hydrochloride,Oppo,Drama|Romance,389906
94,Montelukast Sodium,Mitsubishi,Action|Thriller,448522
43,IOPE SS,Plum,Drama|Romance|Western,313208
84,LANEIGE SunScreen Triple,Motorola,Drama|Romance,351815
43,Ibuprofen,Samsung,Adventure|Drama|War,10592
33,Petroleum Skin Protectant,alcatel,Documentary,465421
95,PAIN GOODBYE MEDICATED CREAM,verykool,Mystery|Sci-Fi|Thriller,228929
69,Humulin 70/30,Acer,Action|Adventure|Romance|War,391839
59,Diltiazem Hydrochloride,Samsung,Drama,347826
70,Egg Yolk,BenQ,(no genres listed),197810
10,Guanfacine,Icemobile,Comedy|Western,335726
30,Vicks DayQuil,Xiaomi,Comedy|Romance,205074
56,Midazolam Hydrochloride,HTC,Drama,28111
58,Herbon Sugar Free Lemon Honey,Karbonn,Drama|Romance|Thriller|War,96402
90,Ibuprofen,Celkon,Drama,305635
98,Olanzapine,ZTE,Sci-Fi,313661
96,Hevert,Nokia,Action|Adventure|Comedy|Drama|War,187255
19,CURE ATHLETES FOOT,ZTE,Drama|Romance,447747
68,WATER HEMP POLLEN,Nokia,Comedy,38124
53,Mirena,Spice,Drama,481549
91,8 hour pain relief,Qtek,Children|Comedy,403520
78,Badger SPF 15 Sunscreen Lip Balm,Siemens,Action|Crime|Drama,27467
61,Metformin Hydrochloride,Samsung,Thriller,253120
34,LANEIGE Snow BB No.1 Brightening BB,Gigabyte,Action|Horror|Thriller,42901
6,Ketorolac Tromethamine,Sony,Drama,66436
28,IPKN MOIST AND FIRM BB 02 Light,Samsung,Action|Horror|Sci-Fi,364391
79,Synthroid,Samsung,Comedy|Drama,176731
16,Oxybutynin Chloride,Plum,Adventure|Drama|Horror|Mystery,185447
25,USTILAGO MAYDIS,Samsung,Drama|Thriller,196451
91,Sanatos,BQ,Horror,192008
74,Black Willow,Samsung,Drama,17100
66,Lamisil,Apple,Drama,29345
40,"Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate and Amphetamine Sulfate",Samsung,Comedy|Crime|Mystery,129390
96,Ranitidine Hydrochloride,Panasonic,Comedy|Drama,79324
46,hemorrhoidal,HTC,Documentary|Musical,345794
66,Galantamine,Energizer,Action|Adventure|War,129570
91,SODIUM CHLORIDE,Samsung,Action|Drama,124713
38,Amoxicillin,Nokia,Comedy|Drama,490883
77,Pure Cornstarch Baby,Motorola,Romance,191758
42,mally Poreless Perfection Glowing Foundation Light,vivo,Drama,495356
34,CLENZIDERM PORE THERAPY,LG,Documentary,100206
37,benzonatate,Archos,Adventure,255289
15,Western Mugwort Sage,Lenovo,Children|Drama,389574
84,Tinted Moisturizer,LG,Action|Crime|Drama|Mystery|Thriller,40507
24,Gabapentin,Philips,Animation|Children|Comedy|Fantasy,134664
43,Pain Reliever PM,Pantech,Adventure|Drama|IMAX,478853
35,Treatment Set TS331977,LeEco,Action|Drama,11612
96,BABY GAS DROPS,Yezz,Adventure|Fantasy|Film-Noir|Mystery|Sci-Fi,205894
12,Everyday Clean,Realme,Action,143875
38,AQUAFRESH,LG,Drama|Mystery,27618
58,Dial Aloe,ZTE,Thriller|War,122566
35,Divalproex Sodium,Vodafone,Comedy,103300
27,Minoxidil,verykool,Action|Crime|Romance,305511
76,IQ Derma regiMEN Hydrating UV Shield,BLU,Comedy,492710
82,PREDNISONE,verykool,Documentary,108537
22,Propranolol Hydrochloride,Spice,Comedy,269783
95,Aspergillus flavus,QMobile,Horror|Thriller,109374
37,NARS FOUNDATION,NEC,Drama,12025
72,Kroger,alcatel,Drama|Romance,275986
56,Levothyroxine Sodium,Icemobile,Children|Comedy|Crime|Musical,482680
89,FERRUM PHOSPHORICUM,Nokia,Comedy|Romance,11910
67,Pleo Reb,Razer,Action|Thriller,377780
72,Leonurus Cardiaca,Eten,Drama,155119
6,Western Family Cavity Control,Maxon,Comedy|Drama|Romance,65795
14,Dr. Lewinn by Kinerase,Sony,Comedy|Romance,212543
18,Ketoprofen,Allview,Comedy|Drama|Romance,335204
98,Betamethasone Dipropionate,Realme,Drama,125068
71,Res Balancer,BLU,Animation|Comedy,90768
1,LBEL COULEUR LUXE AMPLIFIER XP,Ericsson,Drama|Romance,406511
12,Medique Diotame,BlackBerry,Horror|Mystery|Thriller,303475
45,BPO Creamy Wash Complete Pack,BLU,Comedy,289091
5,LBEL EFFET PARFAIT MINERAL NATURAL SKIN EFFECT MOUSSE FOUNDATION SPF 16,LG,Action|Adventure|Thriller,68553
43,Risperidone,Lenovo,Comedy|Sci-Fi|Thriller,158475
46,SENEXON-S,Samsung,Horror,257033
35,ibuprofen,XOLO,Comedy,442687
75,AMARANTHUS SPINOSUS POLLEN,alcatel,Documentary,412793
38,Oxcarbazepine,Sony,Drama,419968
52,VYTORIN,Samsung,Crime|Drama|Romance,161013
60,Reef Safe SPF 15,Panasonic,Action|Comedy|Crime,465170
52,Dextrose,Sony,Fantasy|Horror,91553
20,Cialis,ZTE,Action,143850
65,topiramate,Sony,Comedy|Drama|Romance,438466
24,Lansoprazole,Lava,Drama,203985
84,CENTER-AL - AGROSTIS GIGANTEA,Motorola,Drama,322366
74,Zonisamide,Motorola,Documentary,293311
48,CAREONE,HTC,Drama,301379
96,Congestion Relief,Sony,Comedy,408949
84,Kids Flouride Rinse,Nokia,Comedy|Drama,282908
10,Academy Continuous Sport,Lava,Comedy|Drama,205545
89,Antibacterial Hand,Samsung,Drama,461355
40,Midazolam Hydrochloride,Xiaomi,Action|Adventure|Sci-Fi|IMAX,35805
79,Kiss Fungi-Gone,Acer,Action|Adventure|Comedy,366816
32,Lamotrigine,Nokia,Comedy,423108
51,Bupropion Hydrochloride,Oppo,Drama|Mystery,478795
97,No7 Protect and Perfect Foundation Sunscreen Broad Spectrum SPF 15 Calico,LG,Comedy,411313
12,Metformin Hydrochloride,Micromax,Comedy|Horror|Mystery|Thriller,328436
93,Zidovudine,Huawei,Comedy|Drama|Romance,319255
52,Sterile Water,Allview,Horror,260834
55,Mucus Relief DM,Samsung,Documentary|Drama,452649
32,Citalopram,Infinix,Mystery|Thriller,108549
65,Naloxone Hydrochloride,Micromax,Animation|Drama|Romance|War,400888
70,sunmark tension headache,Coolpad,Horror|Mystery|Thriller,443125
7,INFANTS TEETHING LIQUID,ZTE,Horror|Sci-Fi,195783
11,cough,Apple,Comedy,428724
75,Acid Reducer,Xiaomi,Action|Comedy,179329
32,Fexofenadine Hydrochloride 180,Sony,Drama,83727
27,Gelato APF,Wiko,Children,75309
74,OXYGEN,Sendo,Drama,50264
7,Ifosfamide,verykool,Action|Adventure|Sci-Fi,496187
14,VIIBRYD,Honor,Drama,412460
46,Hydroxyzine Hydrochloride,XOLO,Crime|Drama,343733
36,Head and Shoulders,vivo,Adventure|Animation|Children,52742
34,BUNAVAIL,Samsung,Documentary,396209
3,East Sycamore,HTC,Action|Adventure|Crime|Drama|Sci-Fi|Thriller|War,491240
48,METHOCARBAMOL,Apple,Drama,116176
51,Duloxetine,verykool,Documentary,208209
86,Eucalyptus Cuprum sulf.,Apple,Comedy|Fantasy,99445
73,Doxazosin mesylate,Asus,Action|Fantasy|Sci-Fi,282350
47,VUMON,alcatel,Drama,206219
66,Hydromorphone HCl,Samsung,Adventure|Drama,20575
19,Triamcinolone Acetonide,Acer,Comedy|Drama|Fantasy|Romance,258176
83,Rheumatism,BLU,Documentary,114515
17,Albutein,LG,Drama|Romance|Western,86103
94,Azathioprine,Maxon,Comedy,122892
55,Amlodipine Besylate and Benazepril Hydrochloride,Samsung,Adventure|Animation|Children,134522
38,Gentle Relief Senna Laxative,Sony,Drama|Thriller,403818
52,Propranolol Hydrochloride,Qtek,Drama,198929
37,Shelter,OnePlus,Drama,321881
71,Health Mart Ibuprofen IB,Microsoft,Comedy|Drama,380972
8,Lamotrigine,Celkon,Action,224745
15,Lipotox,Micromax,Drama,300905
48,Fenofibrate,Innostream,Comedy,485190
2,Simulect,Plum,Comedy,11922
73,Kirkland Signature Lansoprazole Delayed Release,LG,Drama,473737
50,Atenolol and Chlorthalidone,Infinix,Drama,456817
92,Ferrum sidereum 21 Special Order,Oppo,Comedy|Crime|Mystery,492007
81,Arnica,Sony,Drama|Thriller,23412
58,Bambusa Viscum Stannum,QMobile,Comedy|Drama,351395
24,Annual Blue Grass,LG,Crime|Drama|Thriller,53610
21,Biofreeze Roll-On,Sony,Mystery|Thriller,255415
73,Olive Pollen,Kyocera,Action|Mystery|Sci-Fi,55708
66,Dicloxacillin Sodium,Apple,Comedy|Drama,224493
99,Effexor,Acer,Documentary,309008
49,SULAR,Bird,Comedy,150633
5,Elastology Age Blocker,Philips,Horror|Thriller,304733
34,Cefazolin,Lenovo,Comedy,121384
52,Cystoges HP,HTC,Comedy|Drama,163532
65,Diltiazem Hydrochloride,Samsung,Comedy|Drama,257313
59,THE BAMBOO OF DAMYANG MOISTURE,HTC,Fantasy,276694
87,SKYLAKE ORIENTAL HERB EYE,Spice,Children|Fantasy,316861
11,Ephedrine Sulfate,BlackBerry,Drama,413716
35,pravastatin sodium,Celkon,Drama|Romance,299724
88,Air,Motorola,Comedy,130437
46,health mart nicotine,Philips,Drama,323901
74,7 Select Ibuprofen,verykool,Crime|Drama|Mystery|Thriller,495711
30,American Beech,Bosch,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,384197
92,DIFFERIN,Siemens,Drama,135360
66,M EROS BODYGLIDE,alcatel,Comedy,98361
23,Temazepam,Huawei,Documentary,307020
81,Patch,Samsung,Action|Adventure|Thriller|War,450523
50,Gas Relief,alcatel,Comedy|Drama|Romance,292836
8,Alka-Seltzer Plus Cold Medicine Sparkling Original,T-Mobile,Drama,96248
72,Fluoxetine Hydrochloride,Samsung,Comedy|Romance,13636
61,Ibuprofen,HTC,Action|Adventure|Children|Fantasy,135804
7,Cocoa,Samsung,Comedy|Drama|Mystery|Romance,167083
82,Glipizide,HTC,Comedy|Drama|Romance,460487
11,COLGATE KIDS WATERMELON FLAVOR,Lava,(no genres listed),260050
8,Fluphenazine Hydrochloride,Samsung,Comedy,76143
11,Clozaril,Sagem,Action|Mystery|Thriller,315040
89,Tampa General Hospital Instant Hand Degermer,ZTE,Drama,128510
59,PF ANTI-BACTERIAL HAND SANITIZING WIPES,Nokia,Comedy|Drama|Romance,434930
74,Maybelline New York Pure Stay Powder Foundation Broad Spectrum SPF 15 Sunscreen,Celkon,Documentary,15253
56,MIRTAZAPINE,Micromax,Comedy,89990
28,Fluoxetine,ZTE,Crime|Drama|Film-Noir|Mystery,150843
14,Complete Flu Care 4 Kids,QMobile,Drama,66332
69,Moisturizing Face Screen Light Tint SPF 30,XOLO,Drama|Mystery|Romance,405979
41,BEEVENOM ESSENCE,Asus,Comedy,35743
33,Diclofenac Sodium,Xiaomi,Animation|Drama|Romance|Sci-Fi,375910
77,Montelukast Sodium,Samsung,Drama|Romance,449458
18,Ibuprofen,Siemens,Drama,450708
82,Cytotec,HP,Drama,386629
26,amlodipine besylate,Micromax,Drama,198415
85,DESONATE,Palm,Comedy|Drama,377691
7,AMMONIA N-13,Jolla,(no genres listed),224075
83,Levofloxacin,HTC,Drama|War,158941
25,Levothyroxine Sodium,Xiaomi,Documentary,496445
88,ALTACE,O2,Action|Adventure,66327
71,Pier 1 Imports Sweet Cherry Anti-bacterial Hand Wash,Nokia,Action|Adventure|Drama|Thriller,386662
82,everyone Hand Sanitizer,LG,Horror,202149
75,Salsalate,Sony,Crime|Drama,193332
77,Risperidone,BQ,Comedy|Crime,368669
77,Aspergillus repens,Gigabyte,Comedy|Drama|Film-Noir|Romance,27938
56,night relief,Amoi,Documentary,411780
70,procureFirst Aid Antibio,Apple,Drama|Horror,370396
86,Nitrogen,Ulefone,Comedy|Fantasy,498569
30,Ting,Motorola,Drama,289967
68,Apple Spice Antibacterial Foaming Hand Wash,Motorola,Drama|Romance,296109
12,Exchange Select Burn Relief,Celkon,Documentary,121082
3,Allergy Relief,BLU,Mystery|Thriller,398842
39,FIBRICOR,BlackBerry,Documentary,466876
11,Leeks,BLU,Comedy|Crime|Drama|Thriller,55779
42,PMS Tone,Huawei,Drama,181776
23,Naproxen Sodium,vivo,Comedy|Drama,184967
58,R2 Skin Protectant,Lenovo,Drama|Romance,196095
7,Wong To Yick,ZTE,Drama|Musical|Romance,90935
84,Dexamethasone,Lava,Comedy|Romance,51826
40,Bumetanide,Bird,Action|Animation|Comedy,217292
70,Pharbedryl,Samsung,Comedy|Drama,131658
26,ACER SACCHARUM POLLEN,Huawei,Thriller,292266
15,Refresh Sanitizing Towlette,Nokia,Horror,43567
1,Mirtazapine,LG,Drama|Film-Noir|Romance|Thriller,240457
22,Novolin,Micromax,Documentary,276975
91,Metoprolol Tartrate,ZTE,Adventure|Drama|Fantasy,430579
44,Grama Grass,alcatel,Drama|War,110801
47,NutreStore,Plum,Drama|Horror,473179
82,Methylprednisolone Acetate,Sendo,Thriller,50174
72,sertraline hydrochloride,Chea,Action|Comedy|Crime,133682
90,ENALAPRIL MALEATE,Yezz,Horror|Mystery|Thriller,252471
55,Lyrica,Plum,Drama,52176
44,UV SUNSET Waterproof Sun Block,Micromax,Comedy|Romance,422177
76,PENICILLIUM CHRYSOGENUM VAR CHRYSOGENUM,Samsung,Crime|Drama|Thriller,75504
28,zaleplon,Samsung,Drama,113999
32,Orajel Severe Toothache,Nokia,Drama,401840
76,Ziprasidone Hydrochloride,Celkon,Action|Drama,480187
76,Shagbark Hickory Pollen,Huawei,Action|Adventure|Drama|Mystery|Thriller,328287
32,Keppra,LG,Comedy|Drama,270726
15,FRESH JUICE E,Karbonn,Drama,166919
23,Chemseptic,Oppo,Adventure|Drama|Fantasy,261780
58,Black Walnut,Micromax,Drama|Mystery|Thriller,207658
49,ASPERGILLUS FUMIGATUS,Apple,Crime|Mystery|Thriller,404889
19,Direct Safety Ibuprofen,LG,Comedy,210819
38,RE NUTRIV RADIANT UV BASE,Ulefone,Fantasy|Horror|Mystery,373559
52,Synthroid,Motorola,Documentary,153361
68,Acute Viro Reliever,LG,Action|Horror,210651
65,Nitrostat,ZTE,Drama,226339
82,Azithromycin Dihydrate,Sony,Film-Noir|Mystery|Thriller,446907
93,Lyrica,ZTE,Comedy|Drama,197295
67,Lice Killing,Honor,Adventure|Animation|Children|Comedy|Musical,480422
58,OHUI Sun Science Powder Sun Block Natural Skin,Philips,Drama|War,114846
37,Sertraline,Orange,Comedy|Drama,499693
53,DG Health Triacting,Lava,Drama,467995
4,Hang Over RELIEF,Samsung,Drama,297981
28,Prometrium,Samsung,Drama|Thriller,214821
84,Oxaprozin,Samsung,Adventure|Drama|Thriller,396196
65,Triamcinolone Acetonide,alcatel,Drama,180554
81,Meloxicam,Huawei,Documentary,492943
6,Reef Safe SPF 36,Nokia,Comedy|Romance,316638
58,Acetaminophen And Codeine,Sagem,Comedy,468626
40,PROTECTOR Alcohol Prep Pad,Nokia,Horror,56821
6,Mederma,Samsung,Horror|Sci-Fi,74919
78,Delsym,Prestigio,Drama|Fantasy|Mystery,150662
11,Zonisamide,Motorola,Action|Sci-Fi,403901
4,Parcopa,Telit,Comedy,446608
80,Vanilla Hand Sanitizer with vitamin E and aloe,i-mobile,Drama,454425
49,Premier Value Cold Sore Treatment,alcatel,Sci-Fi|Thriller,395652
86,ZALTRAP,Samsung,Drama,151254
9,ShopRite Anti Itch,Samsung,Thriller,164774
51,Idarubicin Hydrochloride,NIU,Drama|Romance,359926
95,Hydrochlorothiazide,Samsung,Comedy|Romance,476849
63,Bowel - Digestive Care,Nokia,(no genres listed),241755
14,Clonidine Hydrochloride,Siemens,Comedy,237329
4,Wakefern,Samsung,Adventure|Drama|Sci-Fi,70762
52,Cortisone Maximum Strength with Aloe,Motorola,Documentary,206505
43,Combivent,Plum,Action|Crime|Thriller,405487
44,Tramadol Hydrochloride and Acetaminophen,Philips,Drama|Film-Noir|Mystery,91998
20,GILTUSS PEDIATRIC,verykool,Comedy,232510
17,Mirtazapine,Nokia,Comedy|Musical,367053
15,Pancreaplex,BLU,Action|Adventure|Drama|War,184736
36,BERRY BABY LIP BALM RED BERRY,alcatel,Drama,149524
2,Doxazosin,Celkon,Mystery|Sci-Fi,252387
50,Zep Professional E-2 Hand Cleaner,Acer,Thriller,237510
83,Nasal Decongestant PE,Nokia,Comedy,252454
36,Amlodipine Besylate and Benazepril Hydrochloride,LG,Drama,17472
45,Testosterone Enanthate,Samsung,Horror,241370
34,ALFUZOSIN HYDROCHLORIDE,Samsung,Comedy|Drama,148936
86,Headache Buster,LG,Horror,94669
30,Sun Diffusing Protector,Asus,Adventure|War|Western,238680
69,Nicotine Transdermal System,Sony,Crime|Drama|Mystery|Thriller,216496
41,Haloperidol,LG,Comedy|Romance,119612
73,Melatonin,Panasonic,Comedy,161479
69,ZIAGEN,Allview,Comedy,260832
19,KETOROLAC TROMETHAMINE,Orange,Animation|Children|Comedy,425401
15,Seromycin,Sony,Action,330058
6,Sinusitis,Ulefone,Horror,77147
64,Doxazosin Mesylate,Xiaomi,Comedy,330618
29,TEPADINA,Asus,Comedy,362260
78,DOK,alcatel,Documentary,144730
82,Prednisone,i-mobile,Drama,138961
34,COLLAGEN RESURGENCE STEMCELL BB,Honor,Action|War,145973
31,ULORIC,Sony,Children|Comedy,326896
66,Lamb Quarters,Bird,Action|Drama|Horror|Mystery,329616
57,Metformin Hydrochloride,Vodafone,Comedy|Drama,80659
94,SOLMATE,Gigabyte,Comedy,147179
7,Non Drowsy Day Time,T-Mobile,Drama,496717
46,Propranolol Hydrochloride,Wiko,Comedy,51838
78,Lucky Instant Hand Cleanser with Vitamin E,Allview,Adventure|Drama,375774
58,Childrens Acetaminophen,LG,Animation|Comedy,347927
25,omeprazole,LG,Drama,178285
8,Pantoprazole Sodium,Samsung,Adventure|Comedy|Romance,462794
20,PENTAZOCINE HCL AND NALOXONE HCL,Huawei,Action|Comedy|Romance,55528
76,Zyprexa,Samsung,Drama,59754
53,Levothyroxine Sodium,Samsung,Drama,453084
51,Lisinopril,Samsung,Comedy|Romance,330508
44,Cepacol,Samsung,Animation|Documentary,340107
33,cough syrup,Allview,Drama,47572
66,Sardine,Kyocera,Drama|Mystery,312041
66,thrombin human,Samsung,Drama,344844
86,Oxycodone Hydrochloride,LG,Action|Adventure|Drama|Romance,262148
31,Clindamycin Hydrochloride,ZTE,Drama,26109
52,Diltiazem Hydrochloride,Lenovo,Action|Horror|Sci-Fi,196664
23,Ximino,QMobile,Crime|Drama,399728
56,Ursodiol,QMobile,Crime|Drama,187543
82,Cotz Lip Balm,Wiko,Comedy|Western,84692
69,Tartar control plus,Panasonic,Documentary,62040
15,Minoxidil,Nokia,Drama,21150
87,Lovastatin,Telit,Drama|Thriller,160585
90,ESIKA,Sagem,Adventure|Animation|Children|Fantasy|IMAX,16265
59,Rilutek,Panasonic,Drama,263849
74,Sei Bella Age-Defying Liquid Foundation,Panasonic,Drama,485079
40,Dr. Whitiss (8.3%),Huawei,Drama|Romance,416210
24,Lenscale,LG,Drama,254121
75,"butalbital, acetaminophen and caffeine",Nokia,Comedy,53289
13,Mesalamine,Eten,Action|Comedy,232218
86,False Ragweed,Micromax,Documentary,186325
22,Puroxcin,Siemens,Comedy,345875
79,"Pollens - Trees, Sycamore, American (Eastern) Platanus occidentallis",VK,Horror,196884
19,FENTANYL TRANSDERMAL SYSTEM,Sony,Drama,57136
