idAS,nom_event,date_event,organisateur,genre
82,HTC,1/21/2024,Stronghold,Comedy|Crime
16,Microsoft,11/1/2020,Biodex,Comedy|Horror|Romance|Sci-Fi
11,BQ,1/23/2024,Bytecard,Comedy
66,Yezz,3/16/2024,Opela,Drama
19,LG,1/6/2025,Keylex,Drama|Romance
19,alcatel,11/16/2021,Span,Action|Crime|Sci-Fi|Thriller
68,Icemobile,5/30/2022,Keylex,Sci-Fi|Thriller
14,Allview,12/20/2020,Bigtax,Comedy|Horror
97,Huawei,8/30/2023,Veribet,Horror|Thriller
38,Xiaomi,9/4/2023,Bitchip,Drama
98,alcatel,6/3/2022,Span,Comedy|Horror
48,Nokia,7/28/2022,Andalax,Comedy
68,Lava,12/22/2020,Asoka,Fantasy
95,Icemobile,10/12/2022,Bitchip,Children|Comedy|Drama
59,Wiko,6/4/2022,Tresom,Comedy|Documentary
87,Gionee,4/30/2022,Tresom,Drama
43,QMobile,12/25/2023,Solarbreeze,Action
19,Kyocera,9/27/2022,Lotlux,Comedy|Crime|Drama
61,Wiko,1/14/2022,Zaam-Dox,Western
39,Huawei,11/1/2022,Asoka,Comedy
33,Lenovo,10/20/2021,Matsoft,Drama
52,Sony,4/17/2021,Tresom,Drama
15,Samsung,3/3/2021,Vagram,Action|Comedy|Crime
29,Huawei,12/30/2020,Domainer,Action|Crime
98,Infinix,10/26/2021,Lotstring,Crime|Drama|Film-Noir|Thriller
6,Sony,10/27/2024,Bitwolf,Comedy
4,Spice,3/14/2025,Zaam-Dox,Drama
33,Siemens,4/13/2023,Hatity,Comedy|Romance
67,Sony,2/25/2020,Zamit,Comedy|Drama
77,Xiaomi,8/28/2023,Zoolab,Action|Adventure|Drama
85,Honor,5/3/2020,Zontrax,(no genres listed)
89,Samsung,6/22/2022,Veribet,Comedy|Crime|Western
77,Vertu,2/28/2022,Vagram,Drama
69,Motorola,1/29/2020,Regrant,Comedy
18,BLU,2/10/2021,Stringtough,Comedy|Romance
78,Amoi,11/3/2023,Greenlam,Crime|Drama
77,Honor,3/19/2025,Lotstring,Mystery|Thriller
37,Micromax,11/12/2023,Duobam,Crime|Thriller
10,Orange,9/26/2024,Konklab,Action|Animation|Children|Comedy|IMAX
72,Xiaomi,5/25/2021,Bytecard,Drama
55,Samsung,9/17/2021,Latlux,Animation|Drama
26,Gigabyte,2/11/2024,Kanlam,Drama
36,Samsung,6/18/2021,Tempsoft,Adventure|Comedy|Western
75,LG,3/10/2023,Andalax,Documentary
29,Huawei,4/21/2025,Kanlam,Comedy|Documentary
66,LG,9/27/2020,Domainer,Comedy
13,XOLO,11/17/2024,Stim,Action|Sci-Fi|Thriller
34,alcatel,8/9/2022,Bitchip,Drama|War
100,Motorola,9/21/2022,Daltfresh,Documentary
90,Nokia,3/23/2025,Domainer,Documentary
12,Samsung,7/25/2023,Quo Lux,Documentary
98,Plum,8/21/2023,Alphazap,Comedy
97,Xiaomi,12/4/2021,Zamit,Horror|Thriller
76,Xiaomi,1/11/2025,Viva,Drama|War
77,LG,6/22/2024,Zathin,Fantasy|Mystery|Sci-Fi|War
19,Sonim,2/15/2023,Daltfresh,Drama|Romance
66,Celkon,6/12/2020,Alpha,Drama
9,Haier,8/12/2021,Transcof,Drama|Romance
1,Samsung,5/4/2024,Bytecard,Horror|Thriller
46,Motorola,1/2/2022,Toughjoyfax,Crime|Drama|Mystery|Thriller
40,Yezz,8/21/2022,Konklab,Comedy|Crime
50,Celkon,9/16/2024,Tres-Zap,Comedy|Romance
97,LG,5/29/2020,Stringtough,Drama|War
12,Micromax,5/18/2020,Biodex,Drama|Film-Noir|Thriller
94,Casio,6/7/2020,Bamity,Comedy
61,Samsung,11/12/2020,Fixflex,Adventure
10,LG,3/3/2025,Latlux,Comedy|Romance
90,Lenovo,8/24/2021,Sub-Ex,Action|Adventure
34,Huawei,3/18/2021,Aerified,Comedy|Drama|Musical|Romance
36,LG,7/7/2021,Fixflex,Action|Adventure|Fantasy|Romance|Sci-Fi
35,vivo,7/6/2022,Zontrax,Adventure|Children|Sci-Fi
92,ZTE,2/24/2025,Konklux,Romance|Western
15,Samsung,8/10/2021,Matsoft,Documentary
87,Sony,6/4/2022,Voltsillam,Comedy|Romance
42,Samsung,2/1/2021,Mat Lam Tam,Action|Adventure|Drama|Western
79,Lenovo,1/13/2021,Solarbreeze,Comedy
89,Sony,5/19/2022,Prodder,Drama|War
17,Motorola,11/20/2022,Biodex,Adventure|Comedy|Fantasy|Horror
8,Micromax,8/20/2022,Namfix,Crime|Drama|Film-Noir|Romance|Thriller
62,Unnecto,4/5/2023,Home Ing,Documentary
56,LG,3/2/2023,Viva,Action|Sci-Fi|Thriller
50,Sony,4/6/2024,Zathin,Action|Drama
63,Wiko,2/8/2020,Stringtough,Crime|Drama
62,Sewon,12/7/2020,Regrant,Action|Crime|Drama
9,Pantech,10/13/2021,Redhold,Crime|Drama|War
61,LG,5/19/2022,Cookley,Horror|Thriller
72,Icemobile,5/11/2025,Veribet,Documentary
4,Sharp,7/9/2021,Zamit,Drama|War
87,verykool,5/7/2020,Tresom,Action|Horror|Thriller
15,Micromax,7/10/2020,Job,Drama|Thriller
50,LG,11/30/2021,Vagram,Drama|Romance
63,Allview,8/31/2020,Wrapsafe,Comedy|Crime|Mystery|Thriller
80,i-mate,7/25/2020,Sub-Ex,Drama
80,Huawei,1/25/2024,Konklab,Action|Drama
28,Sony,1/24/2020,Zamit,Comedy
16,Asus,3/8/2024,Voyatouch,Action|Crime|Film-Noir
71,Sony,10/22/2022,Ventosanzap,Comedy|Drama
65,verykool,11/8/2022,Ronstring,Drama
48,Samsung,3/18/2021,Namfix,Musical
36,Wiko,1/20/2020,Daltfresh,Action|Adventure|Drama|Romance
18,Samsung,12/19/2023,Span,Animation|Children|Fantasy|Musical
36,alcatel,6/7/2021,Tempsoft,Drama
24,Samsung,6/26/2022,Lotlux,Comedy|Drama
3,Celkon,1/6/2022,Duobam,Adventure|Children|Comedy|Mystery
68,ZTE,1/4/2025,Fixflex,Comedy|Drama|Horror
25,Huawei,1/20/2025,Rank,Comedy
49,Nokia,9/14/2021,Stim,Horror|Sci-Fi
64,Lenovo,10/19/2023,Ronstring,Action|Drama
21,Sony,11/5/2020,Alphazap,Comedy|Drama|Romance
18,Micromax,4/23/2022,Tin,Action|Comedy
33,Icemobile,9/18/2023,Greenlam,Comedy|Romance
100,Celkon,6/8/2021,Sonair,Drama
33,Allview,3/4/2024,Sonair,Documentary|Musical|War
86,Xiaomi,1/17/2020,Zoolab,Comedy
14,Samsung,1/17/2020,Matsoft,Comedy
3,Asus,8/10/2023,Daltfresh,Action|Thriller
78,LG,4/20/2022,Stringtough,Drama|Sci-Fi|Thriller
17,Spice,5/13/2020,Opela,Drama
17,Spice,10/15/2020,Quo Lux,Comedy
40,Sony,1/12/2024,Zamit,Crime|Drama|Mystery
10,Samsung,6/26/2022,Zontrax,Action|Sci-Fi
89,Realme,3/24/2023,Viva,Drama|Thriller
90,Micromax,4/22/2021,Domainer,Drama|War
7,Motorola,9/20/2020,Zaam-Dox,Crime|Drama|Film-Noir|Mystery|Thriller
38,Allview,12/6/2020,Alphazap,Drama|Romance
40,Motorola,4/22/2020,Asoka,Drama
53,Dell,4/16/2024,Voyatouch,Comedy
66,Panasonic,9/17/2020,Bitchip,Fantasy|Horror|Thriller
69,BLU,6/24/2023,Voyatouch,Comedy
80,LG,1/19/2024,Zontrax,Mystery|Thriller
70,Sonim,10/8/2024,Zoolab,Drama
65,Honor,11/21/2021,Quo Lux,Comedy|Drama
58,HTC,10/22/2023,Wrapsafe,Documentary
7,Samsung,6/17/2024,Subin,Action
29,Lava,1/21/2020,Aerified,(no genres listed)
51,Micromax,10/22/2024,Viva,Comedy
36,Xiaomi,11/22/2022,Bitwolf,Horror|Thriller
70,alcatel,1/12/2024,Sonsing,Drama
32,HTC,11/10/2020,Subin,Documentary
23,Vodafone,5/15/2020,Sonair,Drama
81,Samsung,2/19/2025,Transcof,Drama|Horror|Thriller
34,BlackBerry,11/28/2024,Cardify,Drama|War
81,Nokia,6/10/2021,Voyatouch,Action|Crime|Thriller
4,Realme,4/1/2025,Solarbreeze,Comedy
67,Motorola,8/15/2024,Veribet,Drama|Musical
64,BenQ-Siemens,3/9/2023,Alpha,Comedy
72,Lenovo,10/25/2021,Biodex,Documentary|Musical
67,Oppo,6/19/2024,Toughjoyfax,Comedy|Crime
49,Asus,1/22/2020,Konklux,Comedy|Crime
63,Allview,7/4/2021,Cardify,Drama
85,QMobile,1/6/2025,Flexidy,Action|Comedy
63,Motorola,4/19/2022,Greenlam,Comedy|Romance
97,BlackBerry,4/20/2020,Zamit,Drama
82,Samsung,8/17/2020,Ventosanzap,Drama|Romance
91,LG,12/19/2024,Sub-Ex,Drama
71,Samsung,9/3/2024,Flowdesk,Documentary
37,Lava,1/20/2021,Stringtough,Drama|Horror|Thriller
78,Micromax,2/1/2025,Mat Lam Tam,Comedy|Drama
93,HTC,6/4/2024,Domainer,Comedy|Drama
69,Plum,5/17/2023,Cookley,Adventure|Fantasy
70,Modu,5/22/2025,Namfix,Action|Adventure|Drama
80,BlackBerry,3/7/2020,Prodder,Comedy|Drama
82,i-mobile,10/12/2021,Y-find,Action|Crime|Thriller
76,Amazon,10/2/2021,Rank,Comedy
56,Sagem,1/29/2025,Alpha,Drama|Thriller
61,Honor,5/7/2023,Fix San,Action|Crime|Thriller
73,Mitac,8/26/2022,Home Ing,Action|Adventure|Drama|War
13,Lenovo,11/22/2022,Alpha,Horror|Thriller
73,Maxon,6/23/2021,Tampflex,Drama
66,BLU,10/1/2021,Fix San,Adventure
3,Micromax,11/5/2023,Bigtax,Horror|Mystery|Thriller
25,Samsung,1/9/2024,Zamit,Documentary
7,Sendo,1/20/2023,Hatity,Drama
73,NEC,12/2/2023,Daltfresh,Documentary
36,LG,7/8/2022,Domainer,Action|Adventure|Animation|Children|Comedy|Fantasy
53,Gigabyte,8/23/2022,Duobam,Drama
43,Siemens,3/21/2025,Trippledex,Drama|Thriller
23,Samsung,6/3/2020,Sonair,Drama
23,LG,11/30/2021,Veribet,Comedy
2,Posh,4/12/2024,Alpha,Drama|Musical|Romance|IMAX
70,Micromax,1/1/2021,Toughjoyfax,Musical|Western
78,Prestigio,3/10/2021,Solarbreeze,Drama|Romance
47,Yezz,2/2/2020,Lotlux,Drama
31,Celkon,3/9/2021,Rank,Action|Adventure|Fantasy
76,Samsung,4/6/2020,Bitchip,Drama|Mystery|Romance
11,LG,1/17/2024,Lotlux,Comedy
2,LG,4/24/2021,Latlux,Crime|Mystery
57,BLU,3/9/2021,Pannier,Romance
79,ZTE,9/4/2022,Bigtax,Drama
48,Amoi,9/2/2021,Y-Solowarm,Children|Comedy
66,Nokia,3/11/2022,Pannier,Comedy
84,Realme,11/5/2020,Zaam-Dox,Horror
18,Posh,5/9/2025,Holdlamis,Comedy|Romance
4,Emporia,8/8/2020,Home Ing,Drama|Thriller
46,Panasonic,9/17/2020,Transcof,Adventure|Horror
61,HTC,6/17/2021,Span,Drama|Fantasy|Romance
6,vivo,12/17/2021,Sonsing,Comedy|Drama|Romance
51,Coolpad,3/11/2020,Toughjoyfax,Action|Comedy
55,Orange,3/12/2022,Konklab,Children|Comedy
63,BlackBerry,6/30/2020,Sub-Ex,Adventure|Mystery|Sci-Fi
73,Asus,6/18/2021,Zoolab,Comedy|Crime|Mystery|Romance|Thriller
49,vivo,2/14/2024,Tampflex,Drama|Film-Noir|Musical
50,Xiaomi,4/19/2020,Fintone,Drama
27,alcatel,9/12/2020,Cardify,Comedy|Drama|Fantasy|Mystery|Sci-Fi|Thriller
56,Samsung,1/26/2021,Viva,Documentary
38,Samsung,9/18/2021,Temp,Action|Drama|Sci-Fi
4,BQ,9/16/2020,Bamity,Comedy|Crime|Drama|Thriller
76,Sony,9/24/2020,Aerified,Action|Horror|Sci-Fi
52,ZTE,1/31/2025,Y-Solowarm,Comedy
49,Sony,7/9/2023,Voltsillam,Action|Comedy|Thriller
87,Plum,11/24/2020,Voltsillam,Drama|War
87,vivo,5/25/2020,Tin,Horror|Thriller
12,Sony,4/6/2024,Pannier,Drama|Romance
51,Sagem,4/29/2024,Ronstring,Horror|Thriller
46,Wiko,6/1/2021,Opela,Drama
44,alcatel,5/14/2021,Veribet,(no genres listed)
33,Samsung,3/23/2025,Veribet,Crime|Drama|Thriller
64,HTC,8/15/2021,Stringtough,Adventure|Drama|War
94,Modu,6/6/2023,Fix San,Drama
37,Tel.Me.,10/24/2023,Sub-Ex,Comedy|Crime
42,Samsung,4/21/2025,Bitwolf,Documentary|Musical|War
7,Philips,8/15/2024,Quo Lux,Action|Drama|Thriller|War
57,Huawei,9/25/2023,Konklux,Comedy|War
76,BLU,9/9/2021,Span,Crime|Documentary
83,LG,11/9/2021,Stim,Comedy|Drama
15,O2,9/3/2021,Span,Comedy|Musical
20,Honor,7/30/2024,Ronstring,Comedy|Drama
26,Xiaomi,9/26/2021,Lotstring,Horror|Thriller
48,Sony,4/29/2025,Subin,Documentary
7,Allview,7/23/2024,Bytecard,Action|Crime|Drama
45,BLU,4/19/2023,Overhold,Drama
23,Samsung,3/15/2024,Tampflex,Comedy
77,verykool,7/28/2023,Tres-Zap,Thriller
28,vivo,7/22/2023,Tin,Crime|Drama
14,Samsung,6/7/2022,Biodex,Crime|Drama|Fantasy|Horror|Thriller
90,Spice,5/11/2020,Zontrax,Comedy|Romance
10,Karbonn,1/2/2020,Konklux,Action|Adventure|War
11,Huawei,5/30/2021,Treeflex,Action|Adventure|Fantasy|Mystery|Sci-Fi
78,vivo,8/4/2021,Zamit,Adventure|Animation|Children|Fantasy
25,Motorola,1/22/2025,Keylex,Comedy|Drama|Romance
79,Samsung,8/27/2023,Bigtax,Thriller
12,Gigabyte,7/7/2020,Y-Solowarm,Drama
47,Spice,1/17/2024,Latlux,Comedy|Mystery|Thriller
10,BLU,5/11/2024,Voyatouch,Comedy|Romance
10,Sony,3/4/2020,It,Drama
90,Samsung,3/26/2022,Bitwolf,Horror|Thriller
31,Apple,4/11/2022,Temp,Action|Comedy
53,Archos,8/11/2022,Otcom,Western
57,ZTE,7/18/2023,Stim,Action|Comedy|Crime|Thriller
48,i-mobile,7/16/2020,Pannier,Comedy|Documentary|Musical
95,Asus,4/8/2023,Cookley,Drama
85,Micromax,11/10/2021,Hatity,Documentary|Drama
38,Unnecto,2/14/2022,Stim,Comedy
20,Yezz,3/18/2021,Holdlamis,Action|Drama
75,Siemens,8/9/2021,Asoka,Comedy
41,Lenovo,10/17/2021,Gembucket,Drama
14,BQ,4/26/2020,Trippledex,Adventure|Drama|Fantasy
75,ZTE,10/14/2022,Daltfresh,Comedy
94,HP,7/25/2021,Mat Lam Tam,Drama
95,i-mate,11/3/2022,Veribet,Comedy
45,Yezz,10/12/2022,Matsoft,Drama|Sci-Fi
50,Nokia,9/4/2022,Veribet,Horror
85,Samsung,1/18/2022,Konklab,Comedy|Crime|Mystery
17,Huawei,1/4/2025,Tempsoft,Drama|Horror|Thriller
65,alcatel,12/6/2023,Cardify,Crime|Drama
53,Huawei,3/17/2025,Mat Lam Tam,Action|Crime|Drama|Thriller
74,Apple,5/8/2020,Alphazap,Action|Horror
56,alcatel,12/30/2024,Home Ing,Documentary
26,BLU,2/13/2022,Span,Crime|Drama
84,LG,11/4/2021,Sonsing,Drama|Film-Noir|Mystery
89,vivo,4/29/2022,Regrant,(no genres listed)
52,BLU,2/3/2024,Viva,Action|Adventure|Drama|War
14,ZTE,4/22/2024,Temp,War
34,alcatel,5/9/2025,Prodder,Documentary
58,Samsung,4/7/2023,Zoolab,Drama
91,Micromax,3/31/2025,Viva,Drama|Thriller
1,Samsung,12/28/2022,Cardify,Documentary
100,Huawei,11/1/2023,Gembucket,Comedy|Horror
95,Samsung,4/29/2020,Greenlam,Horror
85,Siemens,5/9/2022,Treeflex,Drama
15,Lenovo,6/16/2020,Aerified,Drama
5,Pantech,8/5/2024,Solarbreeze,Action|Adventure|Thriller
96,Nokia,5/15/2024,Mat Lam Tam,Drama
27,Oppo,6/21/2022,Redhold,Drama
44,Sagem,1/1/2022,Ventosanzap,Romance
90,Siemens,9/6/2024,Namfix,Comedy|Drama
26,Apple,10/1/2020,Subin,Comedy|Drama|Romance
78,Samsung,3/14/2022,Y-find,Adventure|Mystery
59,Micromax,7/13/2022,Home Ing,Comedy
43,Celkon,8/29/2023,Domainer,Children|Fantasy|Musical
63,Lenovo,8/15/2020,Lotlux,Action|Sci-Fi|Thriller
46,Vodafone,8/18/2022,Wrapsafe,Action|Adventure|Drama|War
70,BLU,2/4/2023,Ronstring,Drama
70,Plum,5/18/2021,Zaam-Dox,Action|Drama|Thriller|War
9,Sony,12/24/2022,Tresom,Children|Drama|Fantasy
3,Sony,3/15/2022,Solarbreeze,Comedy|Romance
37,Siemens,5/30/2020,Namfix,Thriller
10,ZTE,6/10/2020,Overhold,Action|Sci-Fi
81,Samsung,9/19/2023,Zaam-Dox,Drama|Thriller
80,Micromax,8/11/2022,Bytecard,Horror
81,alcatel,8/9/2023,Tampflex,Comedy
23,Intex,7/26/2023,Stronghold,Action|Horror
24,Motorola,9/20/2020,Zamit,Adventure|Animation|Comedy|Sci-Fi
25,Sony,6/28/2020,Gembucket,Drama
65,Nokia,11/19/2022,Aerified,Action|Adventure|Drama|Mystery|Thriller
34,Amazon,10/24/2022,Kanlam,Action|Thriller
66,Micromax,4/25/2020,Fix San,Animation|Comedy|Fantasy|Musical
33,verykool,5/15/2020,Bamity,Drama
37,Gionee,1/29/2021,Biodex,Drama|War
97,ZTE,6/14/2021,Tin,Western
42,LG,2/13/2020,Daltfresh,Drama
4,Asus,3/12/2021,Duobam,Romance|Sci-Fi
67,Apple,9/30/2024,Duobam,Documentary
75,Sony,12/29/2024,Opela,Comedy
56,alcatel,3/14/2020,Prodder,Drama
76,Sony,4/16/2024,Fix San,Comedy|Horror
6,Xiaomi,5/30/2021,Voltsillam,Comedy
82,Motorola,8/29/2023,Opela,Horror|Thriller
33,Xiaomi,3/27/2023,Zontrax,Drama|Romance
52,Micromax,3/28/2023,Matsoft,Action|Thriller
95,Celkon,5/12/2022,Asoka,Documentary
20,Celkon,9/10/2022,Zathin,Documentary
92,ZTE,2/22/2021,Bitchip,Comedy|Drama
27,alcatel,4/2/2021,Kanlam,Documentary
74,BLU,1/4/2020,Biodex,Documentary
58,Oppo,10/26/2023,Alpha,Horror|Sci-Fi
67,Toshiba,1/28/2021,Overhold,Comedy
31,Innostream,4/19/2020,Y-find,Drama|Romance
12,Micromax,2/11/2025,Alpha,Horror
95,Samsung,7/25/2022,Y-Solowarm,Crime|Drama|Thriller
68,Motorola,3/8/2023,Tampflex,Drama|Horror|Mystery|Romance|Thriller
42,alcatel,10/4/2021,Prodder,Crime|Drama|Mystery
20,VK,5/27/2023,Zathin,Comedy|Horror
65,LG,7/23/2021,Fix San,Crime|Drama|Thriller
65,Micromax,12/19/2023,Wrapsafe,Documentary
73,Philips,3/3/2020,Tin,Drama
46,Motorola,11/5/2023,Zoolab,Drama|Romance
11,Samsung,6/2/2020,Viva,Horror|Thriller
12,Nokia,5/10/2021,Sub-Ex,Drama
8,HTC,1/20/2020,Voltsillam,Drama|Romance
17,Celkon,9/16/2020,Konklab,Drama|Romance
15,LG,4/9/2025,Konklux,Drama|War
3,Prestigio,2/5/2025,Fixflex,Children|Drama
21,Modu,7/26/2023,Konklab,Action|Comedy|Horror
32,Huawei,1/27/2024,Zathin,Action|Adventure|Drama
77,O2,7/12/2020,Bytecard,Action|Crime|Drama
40,Celkon,9/13/2021,Wrapsafe,Drama
72,Huawei,2/1/2020,Bytecard,Animation
24,Samsung,8/22/2023,Lotstring,Comedy|Musical
24,LG,3/25/2022,Gembucket,Documentary
11,LG,4/9/2022,Toughjoyfax,Action|Adventure|Comedy
83,Samsung,10/26/2020,Alphazap,Comedy|Drama|Romance
100,LG,7/9/2023,Alphazap,Action|Adventure|Comedy|Western
99,Samsung,1/23/2025,Y-Solowarm,Comedy|Drama
72,Sony,7/1/2023,Kanlam,Drama|Romance
28,Bird,9/19/2022,Solarbreeze,Adventure|Animation
81,Yezz,4/16/2023,Opela,Drama|Film-Noir|Thriller
95,Sendo,10/5/2024,Zaam-Dox,Mystery|Thriller
9,Micromax,6/25/2023,Viva,Documentary
43,Asus,9/24/2023,Alpha,Drama|Mystery
88,Energizer,5/21/2022,Tempsoft,Crime|Drama|Thriller
21,vivo,1/17/2024,Bigtax,Drama
79,Vodafone,12/20/2024,Mat Lam Tam,Action|Animation
61,Philips,1/28/2025,Bamity,Thriller
8,Nokia,12/7/2023,Duobam,Comedy|Fantasy|Romance
7,verykool,10/2/2023,Cardguard,Drama
82,Maxon,4/14/2021,Zamit,Drama
84,Huawei,3/2/2022,Kanlam,Drama
66,Nokia,3/8/2020,Subin,Drama
94,VK,7/2/2024,Flowdesk,Action|Thriller|War
47,Lenovo,3/24/2025,Asoka,Adventure|Drama
48,alcatel,2/22/2020,Opela,Drama
56,HTC,6/14/2023,Fixflex,Comedy
23,Celkon,1/11/2020,Asoka,Comedy|Drama|Horror|Thriller
61,HTC,2/17/2022,Flowdesk,Action|Adventure
2,Motorola,2/11/2025,Lotlux,Drama|Romance
24,Sharp,3/15/2025,Keylex,Horror
94,Pantech,3/8/2024,Lotlux,Drama|Romance
23,Huawei,6/7/2023,Fixflex,Comedy
99,Nokia,10/3/2020,Tampflex,Drama
92,LG,10/13/2022,Subin,Drama
9,vivo,10/5/2022,Treeflex,Action|Crime|Thriller
80,Celkon,3/13/2021,Stringtough,Comedy
84,alcatel,7/9/2022,Otcom,Action|Drama
34,LG,11/14/2020,Tempsoft,Comedy|Drama
43,Motorola,1/22/2021,Konklab,Adventure|Children
48,Nokia,12/26/2024,Lotlux,Action|Drama|Fantasy|Horror|Mystery|Sci-Fi|Thriller
100,Samsung,3/28/2021,Subin,Animation
30,Allview,12/21/2024,Flowdesk,Comedy|Drama
77,Sony,4/24/2022,Y-Solowarm,Drama|Film-Noir|Thriller
99,BlackBerry,1/12/2024,Otcom,Drama
43,alcatel,2/8/2023,Sub-Ex,Drama|Romance
89,T-Mobile,1/24/2024,Flowdesk,Drama
3,Nokia,9/12/2024,Zamit,Thriller
76,Philips,6/12/2023,Transcof,Action|Crime|Drama|Thriller
6,LG,1/7/2023,Konklab,Drama
47,alcatel,12/29/2023,Transcof,Comedy|Romance
74,Huawei,2/13/2023,Zontrax,Drama|War
95,Motorola,3/9/2020,Fix San,Comedy|Documentary
42,Asus,1/19/2024,Otcom,Documentary
68,Samsung,10/24/2023,Zoolab,Comedy|Romance
77,Pantech,12/8/2022,Tempsoft,Drama|Romance
12,Parla,1/7/2020,Fintone,Thriller
14,Philips,4/28/2024,Zaam-Dox,Comedy|Drama
54,Nokia,6/3/2024,Lotlux,Action|Crime|Drama
57,Allview,4/9/2021,Matsoft,Comedy|Drama
14,Panasonic,1/4/2024,Ronstring,Crime|Mystery
62,Nokia,5/4/2024,Overhold,Adventure|Sci-Fi
8,Motorola,9/27/2022,Overhold,Drama
87,Philips,3/3/2021,Kanlam,Comedy|Drama|Musical
55,Allview,6/20/2020,Flowdesk,Drama|Romance
37,Bosch,5/9/2020,Viva,Documentary
74,Nvidia,4/19/2020,Sonair,Comedy
27,Samsung,4/15/2024,Job,Animation|Children
42,Samsung,8/4/2024,Quo Lux,Horror
60,Samsung,8/2/2023,Treeflex,Comedy|Romance
50,LG,1/13/2024,Temp,Drama
8,QMobile,7/3/2021,Lotlux,Documentary
17,alcatel,2/26/2024,Regrant,Documentary|War
79,Huawei,1/15/2020,Bigtax,Drama|Romance
80,YU,7/23/2020,Subin,Comedy|Romance
16,alcatel,6/2/2023,Pannier,Horror
100,Xiaomi,5/4/2024,Tin,Documentary
5,Micromax,8/19/2022,Lotstring,Drama|War
27,NIU,6/29/2020,Voyatouch,Drama|War
63,Siemens,4/11/2022,Keylex,Comedy|Drama
89,Motorola,12/4/2021,Voltsillam,Crime|Drama|Mystery
47,vivo,7/31/2024,Keylex,Drama
5,Energizer,6/12/2022,Konklux,Comedy
72,BenQ,6/4/2022,Prodder,Action|Crime
56,Sony,11/16/2022,Aerified,Drama|Romance
60,Allview,8/28/2020,Aerified,Drama|Horror|Mystery|Thriller
13,Celkon,3/28/2022,Fix San,Horror|Thriller
4,Huawei,12/28/2024,Namfix,Comedy|Romance
54,Lenovo,12/29/2022,Gembucket,Drama
70,Huawei,1/13/2023,Hatity,Thriller|Western
69,BQ,4/7/2023,Holdlamis,Comedy|Musical
49,vivo,1/17/2021,Bitchip,Drama|Romance|War
20,Samsung,12/5/2024,Stim,Drama
1,Micromax,5/11/2022,Prodder,Drama|War
82,Nokia,3/15/2023,Redhold,Comedy|Drama
19,Samsung,8/19/2021,Biodex,Comedy|Sci-Fi
87,Samsung,9/9/2020,Tempsoft,Drama
65,Nokia,2/4/2023,Lotlux,Comedy|Musical|Romance
44,Samsung,3/19/2022,Sub-Ex,Crime|Drama|Film-Noir|Thriller
37,LG,10/3/2021,Overhold,Comedy|Drama|Romance
31,vivo,12/25/2021,Sub-Ex,Drama
2,Lava,7/29/2022,Stim,Comedy
35,Sony,2/10/2025,Fintone,Comedy|Drama|Romance
44,Xiaomi,1/6/2023,Zamit,Drama
50,alcatel,11/24/2021,Y-find,Crime|Documentary|Drama
18,Celkon,2/16/2023,Latlux,Horror
99,Huawei,12/4/2020,Fix San,Comedy
77,Pantech,2/15/2023,Voltsillam,Comedy
83,Motorola,10/30/2020,Treeflex,Crime|Drama|Horror|Mystery|Thriller
66,Nokia,1/18/2025,Alpha,Action|Sci-Fi
93,HTC,8/16/2020,Treeflex,Drama
33,Meizu,12/25/2024,Voltsillam,Drama
22,Posh,4/22/2020,Quo Lux,Comedy|Drama|Romance
89,Spice,1/16/2024,Vagram,Drama|Musical|Romance
67,Panasonic,10/29/2024,Opela,Action|Adventure|Sci-Fi
93,Toshiba,2/2/2021,Otcom,Comedy|Drama
12,LG,1/6/2024,Toughjoyfax,Drama
38,verykool,2/12/2025,Job,Comedy|Drama
35,Plum,8/15/2021,Cardify,Documentary
62,Celkon,2/11/2022,Prodder,Comedy
83,Sony,2/27/2021,Cardify,Horror|Thriller
51,Sonim,2/11/2020,Y-Solowarm,Crime|Drama
71,vivo,4/13/2021,Y-Solowarm,Documentary
68,LG,5/27/2020,Veribet,Action|Comedy|Horror|Thriller
80,Asus,7/27/2022,Kanlam,Documentary
66,Celkon,12/27/2022,Veribet,Action|Comedy|Romance|War
30,BLU,11/14/2023,Duobam,Animation|Children|Fantasy
60,Huawei,2/2/2021,Voyatouch,Drama|Romance
92,BLU,5/19/2023,Tempsoft,Drama|War
58,Sony,11/7/2024,Bitwolf,Drama|Mystery|Thriller
72,Huawei,4/6/2020,Bitwolf,Horror
36,Nokia,10/5/2024,Prodder,Drama|Horror|Sci-Fi
64,Motorola,1/25/2021,Gembucket,Documentary|Musical
8,Micromax,5/13/2021,Matsoft,Drama
28,Samsung,9/23/2023,Domainer,Drama
54,Sony,10/29/2023,Home Ing,Action|Adventure|Sci-Fi
13,LG,2/10/2025,Flowdesk,Adventure|Children|Comedy
26,Oppo,1/26/2024,Zamit,Drama|Thriller|War
57,Lava,2/20/2024,Bitwolf,Comedy
52,Oppo,5/15/2021,Duobam,Comedy|Drama|Romance
52,verykool,11/12/2021,Pannier,Drama|Horror|Sci-Fi
10,Samsung,2/2/2023,Home Ing,Drama
28,NEC,6/17/2021,Job,Drama|War
72,vivo,7/17/2022,Job,Documentary
87,Tel.Me.,6/23/2022,Ventosanzap,Drama
42,ZTE,1/22/2021,Tres-Zap,Drama
38,Samsung,4/30/2021,Tres-Zap,Documentary|IMAX
27,Ulefone,6/21/2021,Asoka,Drama
