idAAv,titre,createur,note,explication
482,Hollidaysburg,Ulrick Fasson,7,A revoir.
536,Electra Glide in Blue,Diarmid Gimbrett,7,
458,Hot to Trot,Lisabeth Schultheiss,8,
996,"Wreck of the Mary Deare, The",Madeleine Chalker,4,Super intéressant.
355,God Save My Shoes,Velma Eustice,8,Super intéressant.
870,Wheelmen,Rolland Learmonth,1,
5,"Trouble with Dee Dee, The",Jacquetta Szantho,3,Pas ce que j'attendais.
691,Black Hand,Eirena Foggarty,3,
920,Remarkable Power,Roi McGinlay,3,
564,Jarhead,Gerick Swannell,8,
116,She Hate Me,Geoffrey Habden,5,
706,Friends with Kids,Kimball Babonau,8,
290,Wilder Napalm,Elden Yurevich,8,
846,Dying of Laughter (Muertos de Risa),Moore Guilbert,9,
18,Sunshine on Leith ,Carolus Stennet,8,
462,Master of the Flying Guillotine (Du bi quan wang da po xue di zi),Esdras Paule,5,
948,My Boyfriend's Back,Leigh Earry,8,
247,Caroline?,Terza Prazer,9,
387,Girl Most Likely,Payton Garforth,9,Super intéressant.
267,"Last Broadcast, The",Johnnie Moggle,7,
92,Death Defying Acts,Trudie Honig,10,
481,Kevin Smith: Burn in Hell,Claudell Confort,4,Recommande vivement.
635,Trench Road (Juoksuhaudantie),Lawrence Bridgestock,9,
160,Kitchen Party,Carlee Broxap,9,
366,Permanent Record,Alonso Penhallurick,6,
822,Love Streams,Susan Erdes,9,
40,Sharpe's Eagle,Al MacDuffie,8,
992,Liberty Kid,Karina Stegel,7,
1041,"Go-Getter, The",Sawyer Pavelin,4,
496,Corto Maltese: The Guilded House of Samarkand (La maison dorée de Samarkand),Domeniga Burnsides,3,Recommande vivement.
131,Ghoulies III: Ghoulies Go to College,Casi Peasgood,0,
412,Blue Spring (Aoi haru),Cassondra Ough,7,
645,Firestarter,Andra Carslaw,0,
1070,Arsène Lupin,Jyoti Hollingby,9,
62,"Little Prince, The",Alexandrina Bratch,4,Très satisfait du contenu.
219,To Have and Have Not,Shanta Greatbanks,7,
536,Ernest in the Army,Ermina Yeardsley,10,
254,Death of a President,Bertram Chatband,8,Pas ce que j'attendais.
296,Child's Pose,Antonietta Pomeroy,0,
735,Autopsy (Macchie Solari),Theodoric MacMorland,9,
859,Alice (Neco z Alenky),Kimmy McCourt,9,
921,"Little Rascals, The",Axel Rittmeyer,5,
21,Mountains of the Moon,Travus Cuerda,2,
915,Honeymoons,Pierette Freegard,4,
372,Deepstar Six,Emelia Cantrell,7,
949,Murder on Flight 502,Lisbeth Frisby,5,
584,"Curse of the Cat People, The",Ximenez Iddens,4,
871,"Run, Simon, Run",Joscelin Enoch,7,
1067,"To Do List, The",Kym Espadater,6,
965,Last Cowboy Standing (Skavabölen pojat),Audra Sevitt,8,
396,A Phantasy,Roxi Culpan,0,
415,Housesitter,Tulley Keuneke,10,
265,"Botany of Desire, The",Domenico Millard,7,
7,I Don't Know How She Does It,Barbi Matoshin,1,Pas ce que j'attendais.
442,Stuart Saves His Family,Malina Davisson,7,
206,Best Foot Forward,Angelica Holberry,4,Pas ce que j'attendais.
952,"Summer Hours (Heure d'été, L')",Mauricio Lamberteschi,4,
481,"Quo Vadis, Baby?",Whitaker Biggin,9,
28,Boys Don't Cry,Kev Pales,1,
915,Fire in the Blood,Noelyn Indgs,10,
274,Sister Street Fighter (Onna hissatsu ken),Susy Ledstone,6,
20,Sorceress,Rolando Baine,8,
16,Summer in Berlin (Sommer vorm Balkon),Petr Paice,10,
208,"Nibelungen: Siegfried, Die",Ash Whitney,1,Assez décevant.
734,Hadewijch,Antonio Krishtopaittis,10,
709,"Last Ferry, The (Ostatni prom)",Karl Darco,5,
925,Cry of the Banshee,Boothe Hedling,1,
879,Derrida,Dav Manchester,3,Assez décevant.
1007,Thomasine & Bushrod,Lin Geach,7,
13,Friday the 13th Part 2,Giuseppe Attack,9,A revoir.
905,Amber Alert ,Babita Warboy,2,
667,Imitation of Life,Diann Baddam,0,
768,"So Normal (Normais, Os)",Ricoriki Jodrelle,10,
598,Daria: Is It College Yet?,Raeann Shelford,4,
145,"Proposition, The",Jourdain Garham,2,Très satisfait du contenu.
167,Peter Pan,Sonia Attrill,6,
848,Thunder Rock,Zachery Becket,2,
133,The Joy of Living,Nealson Palmby,10,
646,Long Live Death (Viva la muerte),Pauletta Alywin,3,
19,Clash by Night,Duncan Winfield,9,
8,Extracted,Jaimie Brunet,5,
959,Of Mice and Men,Gates Oram,8,
570,"Return of the Pink Panther, The",Desi Stollhofer,2,A revoir.
517,"Loves of Pharaoh, The (Das Weib des Pharao)",Cordi Cloke,7,
739,"Return, The",Lotte Jozef,7,
582,"Family Tree, The",Glyn Boutellier,1,
846,Belle of the Nineties,Maggee Tenwick,4,Excellent travail de création.
939,Redbelt,Gaven Sentance,6,
367,"Keys to the House, The (Chiavi di casa, Le)",Vachel Duckering,8,Correct mais sans plus.
148,Bad Biology,Dionisio Dartan,6,A revoir.
791,Antiviral,Sigmund Janousek,10,
777,Nightmare,Isaiah O'Dunniom,8,
346,Symmetry (Symetria),Ronny Crighton,4,
921,Coming Out,Shaine Gauson,9,
574,"One Potato, Two Potato",Berri Mallatratt,1,
756,Pigsty (Porcile),Wally Clother,4,
197,Syrup,Coleman Peckitt,10,
166,"Boys, The (Pojat)",Killian Paunton,1,A revoir.
174,Pokémon 3: The Movie,Travis Segoe,9,
208,Vampires Suck,Fabien Bichard,2,
182,Bertsolari,Antonetta Leney,2,
239,Where Do We Go Now?,Shelbi Pauleit,4,Excellent travail de création.
768,"Big Tease, The",Pavla Jarratt,10,
302,"Flock, The",Michaela Ruxton,0,
189,Thy Womb (Sinapupunan),Christie Voden,1,Correct mais sans plus.
663,"Unexpected Love, An",Janetta Botcherby,1,
652,Smiley Face,Bartram Pirrone,2,
574,"Merchant of Venice, The",Martica Sidsaff,2,
448,Von Richthofen and Brown,Binni Skaife,9,
357,"Fallen, The",Tiffanie Skeemor,0,
1039,Alabama's Ghost,Royall Normanton,0,
653,"Tree of Life, The",Haley Ogan,3,
185,Jekyll,Katrine Buck,7,
659,The Second Best Exotic Marigold Hotel,Inge Barabisch,6,
132,Addicted,Allan Fareweather,7,Correct mais sans plus.
895,Tucker & Dale vs Evil,Zahara Alchin,8,
135,Hamlet,Antonio Blyden,1,Correct mais sans plus.
479,Night of the Running Man,Francesca Mcettrick,7,
798,Cinderella III: A Twist in Time,Kane Dansey,6,
245,"Map of the World, A",Ermanno Tattersfield,8,
150,"Incredible Hulk Returns, The",Donelle Craister,10,A revoir.
725,"Goodbye Bafana (Color of Freedom, The)",Ambrosio Carn,7,
1036,Toy Story 3,Winnie Schulz,3,A revoir.
864,Caught Up,Adlai Rome,3,
619,Cookers,Linc Lace,7,
937,Gray Lady Down,Maighdiln Maberley,1,
974,"Music Lovers, The",Sayres Bunting,5,
205,Shadow Man,Tommy Orrah,4,
792,I Really Hate My Job,Pauly Licciardello,6,
902,The Uncommon Making of Petulia,Aron Delany,8,Très satisfait du contenu.
869,"Champ, The",Lib Bruni,4,Super intéressant.
227,Corto Maltese: The Guilded House of Samarkand (La maison dorée de Samarkand),Domeniga Burnsides,8,
1068,Stones in Exile,Jessie Bardwall,9,
168,Ghetto (Vilniaus Getas),Vanya Roberto,8,
347,"Man Next Door, The (El hombre de al lado)",Brand Frossell,8,
258,Man Push Cart,Kailey Leedal,0,
359,"Very Harold & Kumar 3D Christmas, A",Fonzie Crewe,4,
891,How to Draw a Bunny,Herman Sweeny,3,
413,Spaced Invaders,Perla Kording,3,
380,"Web of Death, The",Meggie Breakwell,9,Correct mais sans plus.
331,Broadway Bill,Burtie Popescu,5,
319,American Gangster,Dorotea Cansdell,1,
755,My Name Is Joe,Griffy Hincks,0,
5,Darkness Falls,Ashlan Moakson,5,
285,William Shakespeare's A Midsummer Night's Dream,Jan Halcro,5,
626,I giorni contati,Curcio Linnell,9,
962,Wonderful and Loved by All (Underbar och älskad av alla),Mirilla Pratten,10,
786,Anima Mundi,Murry Panchin,10,
371,Sarah Silverman: Jesus Is Magic,Dag Jewsbury,5,
1000,Cloudy with a Chance of Meatballs 2,Cathy Hovell,2,Peu convaincant.
266,"Prodigal, The",Jayne Holme,5,Correct mais sans plus.
91,"Buddy Holly Story, The",Axe Woolmington,6,
82,"Run, Simon, Run",Joscelin Enoch,10,Pas ce que j'attendais.
356,Anima Mundi,Murry Panchin,10,
437,El Lobo,Felizio Domenichelli,6,Assez décevant.
1000,French Fried Vacation 2 (Les bronzés font du ski),Ellery Dronsfield,7,Correct mais sans plus.
116,Arsenal,Buddie Doxsey,7,
65,Two Thousand Maniacs!,Fanya Fahy,10,
427,Hawking,Holmes Kaspar,9,
105,American History X,Babara Pott,3,Recommande vivement.
207,Brides (Nyfes),Shelly Brinkley,0,
411,Love Me Tonight,Leora Closs,0,
867,Restless Natives,Sophey Gerant,5,
137,Free Radicals (Böse Zellen),Kylie Crank,8,
585,"Big Hangover, The",Leda Dudley,1,
432,S.P.L.: Kill Zone (Saat po long),Brina Claffey,6,
298,Butter,Wyndham Partkya,8,
164,Return to Horror High,Timotheus Murricanes,9,Correct mais sans plus.
813,Ransom (a.k.a. The Terrorists),Marlee Stiling,2,
503,"Craigslist Killer, The ",Humfrey Luparti,6,
888,Films to Keep You Awake: The Baby's Room (Películas para no dormir: La habitación del niño),Tremaine Dodworth,3,
210,Going the Distance,Lazare Pratchett,7,
587,Cousins in Love (a.k.a. Tender Cousins) (Tendres Cousines),Brandea Skitral,5,
778,Sweet Home Alabama,Gabie Manus,3,
319,Miss Pettigrew Lives for a Day,Paloma Lisimore,5,Correct mais sans plus.
956,All American Orgy (Cummings Farm),Linzy Mosten,2,
865,Enid Is Sleeping,Alana Melly,2,
695,Friends with Kids,Kimball Babonau,6,
947,Night Train,Immanuel Meric,1,
1061,Young Guns,Selig Corzor,10,
463,"Killing Fields, The",Lebbie Ruberry,1,
782,"Haunted House, The",Delila Oakly,10,
828,Trouble with the Curve,Roma Castanyer,0,
459,Ruby,Dollie Graber,4,
661,Alice in Wonderland,Irwinn Maddrah,0,
850,"Kid Brother, The",Kele Edwins,10,Assez décevant.
233,Nocturna Artificialia,Carlie Toolin,1,
412,Watership Down,Gery Tomik,10,
797,Sid and Nancy,Jemima Durrans,1,
65,Captain January,Heath Gorsse,3,
997,Bad Family (Paha Perhe),Rosana Nolder,4,
890,"Beautiful Country, The",Bradford Smorfit,4,
464,Demon Lover Diary,Belle Buckthought,0,
195,Pokemon 4 Ever (a.k.a. Pokémon 4: The Movie),Randolf Bartoli,0,
848,Polish Wedding,Agnola Klees,9,
556,Airspeed,Lenee Penna,3,Très satisfait du contenu.
865,"Manta, Manta",Lorry Lutz,9,
344,"Return of the Pink Panther, The",Desi Stollhofer,1,
40,Dear Frankie,Ellette Leffek,4,
974,Canon,Imelda Penreth,7,
9,Ginger and Fred (Ginger e Fred),Garwood Sandon,6,Recommande vivement.
1005,Daddy Nostalgia (Daddy Nostalgie),Hermann Kubin,8,
9,We Stand Alone Together,Viviyan Heighway,9,
620,Crossfire Hurricane,Mersey Digman,4,
864,"Thief, The (Vor)",Travis Forst,0,Peu convaincant.
332,Anna,Brynna McIlreavy,8,
165,Resurrection,Loella Crowdace,2,
20,"Lost Thing, The",Trudi Shellshear,9,
1054,Dry Cleaning (Nettoyage à sec),Alexis Faraday,2,Super intéressant.
352,Dr. T and the Women,Gonzalo Paolicchi,1,
1007,Eye of the Beholder,Mordecai Ellison,3,
689,Babylon 5: The Gathering,Brandyn Shewry,6,
66,Head of State,Natale Wadesworth,5,
707,What If,Danni Brierton,6,
371,"Swan Princess, The",Kareem Scurrah,4,
1057,Cinderella III: A Twist in Time,Kane Dansey,8,
42,White Wedding (Noce blanche),Shari Beagen,1,
718,Human Touch,Bent Beagin,4,
452,Non-Stop,Sterne Wickersham,5,
197,"Arbor, The",Loren Cookley,1,
666,"Most Beautiful, The (Ichiban utsukushiku)",Othilie Skewes,4,
75,Tin Toy,Arabela Sperling,7,Assez décevant.
189,"Kiss Me, Stupid",Rozina Capelin,4,Super intéressant.
433,The Sinners of Hell,Kippy Capeloff,9,
746,So Ends Our Night,Dur Abrahamovitz,6,
647,Ragnarok,Kira Gammons,9,
521,Fail-Safe,Cosimo Papachristophorou,1,Super intéressant.
796,Shiver (Eskalofrío),Ganny Spaughton,0,
231,Liberty Kid,Karina Stegel,8,Assez décevant.
160,"Strange Little Cat, The (Das merkwürdige Kätzchen)",Casar Blayney,4,
748,Oliver Twist,Perla Baggelley,3,
270,Bean,Gino O'Heneghan,0,
941,loudQUIETloud: A Film About the Pixies,Julianna Tick,8,
917,Shut Up and Play the Hits,Templeton Staten,7,A revoir.
509,That's Entertainment! III,Vallie O Sullivan,5,Super intéressant.
872,Executioners (Xian dai hao xia zhuan),Raffaello Cordery,8,
24,Hiroshima,Miran Zambon,6,
428,On the Waterfront,Shanta Hutson,3,
757,"Butcher, The (Boucher, Le)",Aldin Scawton,1,
519,Life 2.0,Cecilio Blandamore,7,
590,Dr. Who and the Daleks,Janine Cromett,9,
900,Beneath the Rooftops of Paris (Sous les toits de Paris),Cleopatra Aymeric,5,
232,Brothers,Merilee Rideout,9,
899,Mother and Son (Mat i syn),Lucio Matysik,5,
661,"Mosquito Net, The (La mosquitera)",Minnaminnie Filippone,6,
267,Polish Wedding,Agnola Klees,7,Correct mais sans plus.
585,"Happy Poet, The",Cordula Thomann,7,Correct mais sans plus.
432,Mafioso,Rorke Kerswill,10,
263,"Affair of Love, An (Liaison pornographique, Une)",Jeralee Caulfield,6,Très satisfait du contenu.
189,"Source Family, The",Helene Acome,1,
144,Dangerous Ground,Verna Robins,0,
296,Decision at Sundown,Fancie McGlue,5,Peu convaincant.
490,Straight Talk,Chic Wickrath,6,
919,"Assault, The (L'assaut)",Abbot Bauduccio,6,
680,My Wife is an Actress (Ma Femme est une Actrice),Louise Keble,2,
518,Short Sharp Shock (Kurz und schmerzlos) ,Barb Hatrey,5,
438,Poolhall Junkies,Stavro Armor,2,
715,"Boy Called Hate, A",Gerri McEachern,0,
863,Crimewave,Palm Bentall,3,
533,"Insider, The",Mannie Fleetham,9,
413,"Two Faces of January, The",Aleece Yate,2,Pas ce que j'attendais.
807,Across to Singapore,Becky Caskie,3,
116,Unfaithfully Yours,Claudian Riseam,6,
745,The Disappearance of Eleanor Rigby: Her,Elsie Duff,5,
564,"Princess Blade, The (Shura Yukihime)",Kary MacKettrick,4,
675,Tales of Vesperia: The First Strike (Teiruzu obu vesuperia: The first strike),Alison Ryall,6,
500,Poison,Isadore Imlacke,3,Recommande vivement.
812,This Is England,Forster Krauze,7,
22,Killing Them Softly,Leighton Bolesma,8,Très satisfait du contenu.
517,Happy Christmas,Hymie Keeble,2,
787,I Wake Up Screaming,Norri Sollis,8,
121,Zuzu Angel,Kiel Dominguez,6,
508,Side Effects,Tully Faulconer,1,
117,Love Field,Blaine Maddicks,0,
205,Spring in a Small Town (Xiao cheng zhi chun),Lock Chansonne,0,
340,Capone,Harrison Batterson,1,
144,How to Eat Fried Worms,Janette Lockart,2,
656,Manufactured Landscapes,Alastair Fronks,6,
601,"Police, Adjective (Politist, adj.)",Jeffry Kenningham,1,Peu convaincant.
760,42 Up,Stephenie McGrah,0,
687,"Ungentlemanly Act, An",Laverna Fairhall,9,
172,Moonwalker,Lida Viney,6,Pas ce que j'attendais.
112,Curse of the Pink Panther,Ingram Sevior,3,
800,Prime Suspect 7: The Final Act,Finlay Cyster,7,Pas ce que j'attendais.
1063,Prince Valiant,Raymond Edgett,6,
750,Hangman's House,Agustin Tewnion,1,
334,Stretch,Johnny Adds,8,Pas ce que j'attendais.
1026,Dead Presidents,Annice Franck,6,
824,"Go-Getter, The",Sawyer Pavelin,1,
45,Scandal (Shubun),Nelie Vase,3,
494,Legend of the Boneknapper Dragon,Eddy Acreman,7,
224,Simple Men,Felita Purkins,5,
815,"Unborn, The",Gilbertine Artrick,9,
75,Tongan Ninja,Jilly Trayte,0,
30,"Paradise, Hawaiian Style",Hobie Sherrott,5,Pas ce que j'attendais.
562,"Man Who Left His Will on Film, The (Tôkyô sensô sengo hiwa)",Lara Durn,5,
495,Journey to the Beginning of Time,Seward Gunning,3,
282,Outrage (Autoreiji),Ethelred Wreford,9,
558,"Escort, The (Scorta, La)",Cherin Walthew,8,
508,"Mortal Storm, The",Udall Spadazzi,8,Correct mais sans plus.
1030,Adanggaman,Lottie Basketter,1,
207,Someone I Loved (Je l'aimais),Esmeralda Granger,9,
410,Twice in a Lifetime,Mamie Blay,8,
414,"Forger, The",Ashla Vaines,0,Excellent travail de création.
758,"Jacob the Liar (Jakob, der Lügner)",Bianca Frounks,10,
454,How to Draw a Bunny,Herman Sweeny,7,
116,Dead Men Walk,Francisco Owttrim,2,Super intéressant.
866,Café Metropole,Beitris Breffitt,0,
317,Don't Torture a Duckling (Non si sevizia un paperino),Lonnard Inold,10,
20,Leaving Las Vegas,Shaun Gregoriou,6,
280,"Headhunter's Sister, The",Kare McPhate,8,
922,Control,Sheree Abramchik,6,Correct mais sans plus.
840,"Mosquito Net, The (La mosquitera)",Minnaminnie Filippone,9,
583,"Muertos, Los",Melloney Pulver,7,
531,Lentsu,Wanda Kurth,9,
41,4 Little Girls,Clement Snalum,3,Correct mais sans plus.
269,Symmetry (Symetria),Ronny Crighton,8,
239,"Deadly Mantis, The",Roger Jelf,10,
111,In the Winter Dark,Cacilie Guyton,6,Pourrait être amélioré.
775,Inserts,Shirlee Mifflin,2,
809,Cadillac Records,Zulema McGinnis,8,
122,Advance to the Rear,Nikkie Rounsefell,7,A revoir.
1057,Nixon,Zola Napier,4,Très satisfait du contenu.
823,"Lord of the Rings: The Fellowship of the Ring, The",Pinchas Tourne,0,
874,Let it Rain (Parlez-moi de la pluie),Damita Huxley,9,
41,Idiots and Angels,Ronica Maydwell,0,
206,Mister Roberts,Blithe Kenen,4,
141,Serving Life,Daune Clamp,0,
453,Day Night Day Night,Roseline Peealess,2,
708,Evangelion: 1.0 You Are (Not) Alone (Evangerion shin gekijôban: Jo),Kara-lynn Bridgwood,1,Assez décevant.
202,Sleeping Beauty,Gaultiero Rowan,9,
311,"Man Without a Face, The",Glennis Melding,6,
951,Pinocchio,Mechelle Brussell,1,
952,The Big Flame,Meggy Fulks,1,
309,Radio Free Albemuth,Gregory Taffley,0,
534,Hangman's House,Agustin Tewnion,3,Pourrait être amélioré.
134,Best Foot Forward,Angelica Holberry,10,
349,Spaced Invaders,Perla Kording,0,
507,Confidentially Yours (Vivement dimanche!),Eulalie Friary,10,
1042,George Carlin: Life Is Worth Losing,Kermit Rollo,10,
1009,Offspring ,Nanny Piddlesden,8,
882,Zookeeper,Roze Alpe,7,
539,Soldier Blue,Gael Klaggeman,7,Excellent travail de création.
907,Murder by Proxy: How America Went Postal,Corri Redhills,0,
140,"Proposal, The",Edd Simonich,2,
328,My Girl 2,Stuart Gowenlock,7,
402,Rush,Yul Halfhead,0,
412,"President's Lady, The",Cathrine Pearman,10,
342,Gardens of Stone,Edythe Colbeck,3,
369,Gardens of Stone,Edythe Colbeck,3,
931,Black Widow,Nyssa Figura,2,Pourrait être amélioré.
322,Tyson,Gabrielle Teale,2,Recommande vivement.
221,Blood into Wine,Randi Pimer,5,
100,Girl Shy,Benny Dimont,0,
895,"Innocent Man, An",Matthieu Scoterbosh,5,
617,Billy Jack,Ailee Mc Corley,1,Recommande vivement.
551,"Crucible, The",Romola Lett,0,
402,Bandolero!,Linet Mohammed,4,
366,Comradeship (Kameradschaft),Nettie Robottom,3,
399,Lucky Night,Phillipp Mylechreest,8,
613,A Night at the Movies: The Horrors of Stephen King,Reyna Phittiplace,0,
335,Christmas Comes but Once a Year,Karina Sima,7,Très satisfait du contenu.
296,The Man Who Shook the Hand of Vicente Fernandez,Essy Witcombe,2,Très satisfait du contenu.
85,Zookeeper,Barret Muriel,2,
214,"Wonderful Ice Cream Suit, The",Waldo Dugget,8,
125,Wheelmen,Rolland Learmonth,9,Assez décevant.
1051,Mortel transfert,Corbie O'Flaherty,5,
541,Rage at Dawn,Martelle Clouston,10,A revoir.
977,Guardian Angel,Tiertza Yannoni,9,
637,Vertical Features Remake,Ashbey Yurmanovev,10,
878,Lottery Ticket,Artemis Oslar,2,
687,"Chambermaid on the Titanic, The (Femme de chambre du Titanic, La)",Charmane Vanyushin,5,
732,My Afternoons with Margueritte (La tête en friche),Pryce Greatbatch,8,
673,"Guyver, The",Kathryn Headingham,3,Pas ce que j'attendais.
350,Jean-Luc Cinema Godard,Marieann Autrie,3,Correct mais sans plus.
911,"Parking Lot Movie, The",Patrick Nehl,0,
861,"Man, Woman and the Wall (Kikareta onna no mirareta yoru)",Teressa Seamarke,6,Assez décevant.
1006,"Art of War, The",Karole Becker,9,Assez décevant.
789,Courier,Shalom Sofe,2,
198,Mujhse Dosti Karoge!,Dunstan Lamont,4,
130,Two Drifters (Odete),Westley Mincini,2,
70,Carmen,Constance Worgan,6,
8,Hope Floats,Melisent Guly,4,
1028,Hysteria: The Def Leppard Story,Rinaldo Sherborne,8,
629,Night and Day,Jannelle McDavid,0,Peu convaincant.
331,Notorious C.H.O.,Breena Cowndley,8,
856,"Jazz Singer, The",Fraze Farnsworth,7,
203,Amuck!,Larisa Bompas,8,Excellent travail de création.
739,Warlock: The Armageddon,Janetta Kelk,4,A revoir.
446,Airspeed,Lenee Penna,8,
968,At Land,Josey Mostin,3,
311,Sleeping Beauty,Gaultiero Rowan,10,
322,Free Radicals (Böse Zellen),Kylie Crank,2,
116,"Country Bears, The",Don Jedrysik,3,
37,Toy Story,Mufinella Bricklebank,7,
1060,Crimewave,Palm Bentall,6,Super intéressant.
842,Margin Call,Mike Bounde,6,Peu convaincant.
115,"Brown Bunny, The",Marysa Dominguez,9,
536,Our Children (À perdre la raison),Patty Symcock,0,
844,"Englishman Who Went Up a Hill But Came Down a Mountain, The",Sibbie Jent,8,
994,"Outside Man, The (Un homme est mort)",Deane Allibon,3,
74,Giorgino,Caesar Mathivat,7,
256,Night of the Running Man,Francesca Mcettrick,8,
900,Watchmen: Tales of the Black Freighter,Ewell Falconar,4,
1032,"Black Stallion Returns, The",Vonny Longforth,1,
237,Salmonberries,Bari Dinjes,7,Super intéressant.
445,Thunderbirds Are GO,Sarge Wellbank,7,Assez décevant.
39,"Ungentlemanly Act, An",Kris Teulier,7,
385,Adrenalin: Fear the Rush,Ogden Claffey,1,
838,Mentiras y gordas,Nathan Wegner,3,
31,Corto Maltese: The Guilded House of Samarkand (La maison dorée de Samarkand),Domeniga Burnsides,0,
273,Secrets of Eden,Hersch Parzizek,10,
193,Fire in Castilla (Tactilvision from the Moor of the Fright),Nettle Laird,0,
614,Mr. Blandings Builds His Dream House,Magdaia Hablot,3,
710,"Substance of Fire, The",Eustacia Guinane,2,
557,Age of Heroes,Delphine Strickland,8,
349,"Captain Thunder (Capitán Trueno y el Santo Grial, El) (Prince Killian and the Holy Grail)",Boot Haythorn,3,Très satisfait du contenu.
634,Kate & Leopold,Cart Crisp,2,
230,Psycho Beach Party,Ode Canet,10,
445,Hitman,Terza Aidler,7,
548,New Police Story (Xin jing cha gu shi),Delmor Adey,10,
744,"Travelling Players, The (O thiasos)",Garrard Laying,10,
609,Gods of the Plague (Götter der Pest),Horatio Geroldi,8,
788,Curse of the Blair Witch,Deanna Jindrich,7,
882,Higher and Higher,Consuela Lound,5,
697,Cousinhood (Primos),Bartholomeus Siggers,8,
460,Kabluey,Gaven MacLeese,6,Assez décevant.
437,Sour Grapes,Devondra Hansard,0,
428,Coup de grâce (Der Fangschuß),Miltie Standbridge,0,
333,Turtles Can Fly (Lakposhtha hâm parvaz mikonand),Abie Standingford,4,Pas ce que j'attendais.
83,"Killing Fields, The",Lebbie Ruberry,9,
140,Four Adventures of Reinette and Mirabelle (4 aventures de Reinette et Mirabelle),Sandy Lorinez,10,
459,"Crush, The",Constanta Bedding,8,
1052,Toy Story 3,Winnie Schulz,7,
42,"Spy Who Came in from the Cold, The",Nate Chantillon,9,
710,Corto Maltese in Siberia (Corto Maltese - La cour secrète des Arcanes),De witt Drohane,2,Recommande vivement.
491,Notorious C.H.O.,Breena Cowndley,4,
927,Fist of the North Star,Guenevere Howey,2,Excellent travail de création.
924,Tucker & Dale vs Evil,Zahara Alchin,2,
163,Cyrano de Bergerac,Cassandra Midford,10,
351,Criminals,Oona Dibling,1,
442,River of Grass,Shaw Mabe,9,Assez décevant.
644,Three Came Home,Aubrey McCulley,4,
954,Riley Rewind,Budd Blowfelde,0,
976,Beautiful Joe,James Tall,2,
312,Alucarda,Ariadne Justham,7,
1012,Monster House,Rhodia Loins,2,
978,Megacities,Nerti Sivorn,1,
978,Take Care of My Cat (Goyangileul butaghae),Willie Francombe,4,
375,Look at Me (Comme une image),Marika McGurn,5,
403,Tyler Perry's Madea Goes to Jail,Brenna Scapelhorn,8,
564,Stay Alive,Ralph Beceril,9,
793,Hollidaysburg,Ulrick Fasson,7,
381,Red Dog,Giralda Carle,2,Excellent travail de création.
100,Smiley Face,Bartram Pirrone,5,Excellent travail de création.
484,Letters from Iwo Jima,Jobye Parsand,5,Recommande vivement.
312,Gangs of New York,Reggie Cerith,9,
1055,Captive Heart: The James Mink Story,Karina Chipchase,2,
292,"Wedding Gift, The",Granny Sisneros,4,Pas ce que j'attendais.
942,We'll Never Have Paris,Gregg Jacquot,8,
923,Live-In Maid (Cama adentro),Yettie Baudinet,9,
591,Pekko ja unissakävelijä,Arnold Bullion,6,
292,No Reservations,Kaja Defraine,2,
709,Spirits of the Dead,Diego Volcker,9,
48,Jude,Elspeth Westwell,5,
847,"Honey, I Shrunk the Kids",Inger Woods,3,
238,Everything,Valene Skevington,8,
970,"Machine, The",Kaleb Francescoccio,3,
148,"It's Christmastime Again, Charlie Brown",Dennet Pendergrast,9,
636,"Negotiator, The",Dulcie Murr,3,Peu convaincant.
886,Kiss Me (Kyss Mig),Samara Mum,1,Super intéressant.
558,Among Us (Onder Ons),Vincents Poulson,8,
142,"Adonis Factor, The",Howie Duplan,0,
195,It Started with Eve,Jenifer Jaume,2,
243,Sun Don't Shine,Emmie Barnewelle,9,
813,Oki's Movie (Ok-hui-ui yeonghwa),Caleb Pettegre,7,
767,Father and Guns (De père en flic),Bard Pirdy,2,
386,"Heart in Winter, A (Un coeur en hiver)",Elyn MacGuffie,9,
648,Zero de conduite (Zero for Conduct) (Zéro de conduite: Jeunes diables au collège),Olenka Vouls,3,
675,Lotte Reiniger: Homage to the Inventor of the Silhouette Film,Bobbye Cartwight,3,Très satisfait du contenu.
103,Camel Spiders,Rowan Staples,3,Pas ce que j'attendais.
802,Too Many Husbands,Nananne Rumens,4,
711,Gloriously Wasted,Lenard Walewicz,0,
282,Big Trouble in Little China,Raimundo Aim,10,
939,Pokémon 3: The Movie,Travis Segoe,1,A revoir.
139,Pina,Elke Fetherston,10,
188,"Telephone, The",Bette Kield,3,
213,Serving Life,Daune Clamp,9,
857,Bananas!*,Ardeen Grutchfield,5,
517,Of Time and the City,Markos Asbury,3,
18,Like Mike 2: Streetball,Fidelity Vescovo,5,
315,Hardboiled Egg (Ovosodo),Alexandre Fletcher,4,
353,Human Trafficking,Melicent Thorsen,6,
13,Asterix and Cleopatra (Astérix et Cléopâtre),Magdaia Laybourn,1,Correct mais sans plus.
94,She Hate Me,Geoffrey Habden,3,
314,Weekend,L;urette Carless,6,Super intéressant.
266,1408,Ange Loakes,9,
8,"Perfect Couple, A",Marlena Shimwall,3,Assez décevant.
725,On the Waterfront,Shanta Hutson,9,
58,Arsène Lupin,Jyoti Hollingby,10,
974,Green Lantern: First Flight,Birk Pettman,8,
406,Cialo,Nanette Euels,0,Excellent travail de création.
42,Cry of the Banshee,Corly Hadwen,1,
16,Yolki 2,Nero Sevier,9,
