idAAc,genre,prix,date_achat
187,accessoires,4.19,1/7/2025
414,Ordinateurs,22.99,6/9/2023
1287,Maquillage,9.99,10/2/2022
454,Yoga,0.79,10/1/2021
90,Maquillage,89.99,
217,Cyclisme,19.99,12/26/2023
783,bijoux,24.99,9/7/2020
879,Jouets éducatifs,29.99,
742,Literie,29.99,12/17/2020
186,Fitness,24.99,11/2/2023
1019,Santé,19.99,5/7/2023
79,Bricolage,49.99,11/30/2022
239,domotique,34.99,12/11/2020
782,consoles,4.29,6/13/2020
433,Running,3.99,9/15/2023
423,Décoration intérieure,129.99,11/5/2021
636,Santé,11.99,5/20/2022
820,Parfums,39.99,10/12/2024
598,Décoration intérieure,199.99,10/30/2021
1258,Smartphones,14.99,3/7/2022
684,Produits bio,5.99,3/2/2022
1021,Maquillage,3.99,2/12/2022
260,Parfums,5.49,9/15/2021
1019,Photo,49.99,10/16/2023
967,Vêtements homme,59.99,8/19/2024
856,Produits capillaires,1.69,11/19/2021
159,Éclairage,29.99,1/7/2022
3,Décoration intérieure,6.49,7/22/2024
192,électroménager,5.99,11/26/2020
998,Maquillage,7.99,10/6/2020
888,Décoration intérieure,3.59,12/3/2020
1216,musculation,24.99,10/5/2022
1282,Mobilier,1.49,4/17/2025
896,Vêtements homme,39.99,
116,consoles,4.99,5/26/2022
685,Jardinage,12.99,1/31/2021
860,Montres,89.99,5/15/2024
565,Fitness,24.99,2/2/2024
44,Vêtements homme,34.99,1/15/2022
373,Montres,24.99,
1019,Vêtements bébé,4.99,1/29/2021
993,bagages,79.99,5/17/2022
951,Photo,29.99,11/11/2021
1144,Éclairage,4.49,4/15/2021
1077,Soins de la peau,19.99,9/29/2024
645,Literie,22.99,11/25/2021
1015,enfant,3.49,8/20/2022
564,Cuisine,44.99,
181,Mobilier,99.99,6/23/2024
885,domotique,3.99,1/6/2021
275,Pièces détachées,12.99,
883,Accessoires voiture,2.99,12/22/2022
287,Parfums,10.99,5/8/2022
511,Photo,19.99,1/2/2024
222,Literie,54.99,12/12/2024
567,domotique,4.19,1/16/2023
1259,Smartphones,34.99,8/14/2021
885,Sports d’équipe,5.29,6/17/2021
293,outils de jardin,2.29,1/27/2025
550,Produits bio,39.99,
334,chambre,2.99,1/5/2021
760,Éclairage,19.99,11/26/2023
888,Maquillage,19.99,6/5/2020
702,Accessoires voiture,15.99,7/30/2021
752,électroménager,19.99,12/16/2020
100,Maquillage,2.59,4/29/2023
1045,Puériculture,4.49,
1190,Accessoires voiture,19.99,8/23/2021
531,Chaussures,24.99,7/7/2024
804,nettoyage,1.5,8/7/2024
352,Décoration intérieure,8.99,3/11/2024
10,bagages,2.99,12/4/2024
1020,consoles,3.49,2/27/2025
1236,Accessoires voiture,29.99,2/20/2025
621,Jouets éducatifs,4.99,3/4/2021
57,Photo,29.99,
391,Cyclisme,1.29,1/5/2024
332,Literie,3.79,
327,Puériculture,1.99,12/3/2023
923,casques,3.99,3/25/2022
1082,bagages,199.99,10/2/2022
826,Produits capillaires,34.99,
737,tablettes,2.99,5/21/2023
635,Fitness,5.99,6/1/2020
961,Sport d’hiver,49.99,10/31/2020
864,Pièces détachées,129.99,7/5/2022
959,Jardinage,39.99,1/21/2021
335,Jardinage,34.99,2/16/2021
1160,Jeux de société,39.99,4/26/2025
41,Éclairage,5.99,11/21/2020
1246,Soins de la peau,2.99,5/3/2024
1188,accessoires,5.49,11/21/2023
491,Pilates,2.29,8/28/2021
1107,Jouets éducatifs,19.99,12/5/2023
41,Jeux de société,9.99,1/6/2021
329,Vêtements homme,4.29,8/29/2022
1015,bien-être,8.49,11/29/2022
322,Pièces détachées,4.29,10/30/2023
88,Vêtements homme,29.99,2/27/2022
1199,Photo,24.99,8/6/2021
1112,Vins,29.99,9/6/2023
907,outils de jardin,19.99,9/8/2024
322,Vêtements homme,2.89,
187,vidéo,39.99,1/19/2022
98,spiritueux,39.99,9/14/2023
325,Cyclisme,29.99,9/24/2022
983,Entretien,1.29,
555,Fitness,24.99,4/15/2023
1156,Santé,29.99,7/31/2021
681,Chaussures,4.99,4/3/2024
380,Jardinage,9.99,3/31/2022
504,domotique,1.79,
153,Sacs,29.99,3/22/2023
624,Cyclisme,3.99,1/8/2025
183,chambre,24.99,7/28/2020
1063,Running,1.79,9/18/2023
234,Produits capillaires,2.09,10/18/2020
720,enfant,49.99,
30,Alimentation vegan,0.89,9/21/2023
1240,Chaussures,19.99,
792,outils,3.99,3/21/2022
1136,Audio,22.99,9/30/2024
665,musculation,29.99,4/25/2022
108,Vêtements homme,4.99,1/18/2024
380,Sports d’équipe,29.99,4/6/2023
925,Santé,89.99,1/16/2022
912,Sacs,99.99,
1178,Vêtements bébé,5.89,5/26/2022
557,musculation,4.99,8/1/2022
548,Objets connectés,39.99,2/4/2024
544,Photo,4.49,7/22/2022
1172,Ordinateurs,24.99,10/4/2022
553,Smartphones,39.99,7/16/2023
118,Vins,149.99,9/28/2021
324,Jardinage,159.99,
1148,Ordinateurs,14.99,7/20/2021
477,Maquillage,2.79,6/23/2024
161,Sport d’hiver,29.99,6/18/2024
1128,randonnée,6.49,8/26/2020
424,électroménager,3.99,1/18/2025
233,Jeux de société,3.99,2/20/2023
808,bien-être,5.99,4/16/2022
7,Smartphones,3.99,
541,outils de jardin,4.49,7/19/2022
1060,Alimentation vegan,79.99,11/20/2024
870,bien-être,3.29,6/9/2021
948,Entretien,22.99,1/28/2025
1204,chambre,2.99,5/24/2025
763,Audio,3.49,9/24/2020
830,Ordinateurs,59.99,11/30/2023
180,vidéo,44.99,10/17/2022
505,spiritueux,19.99,
847,Fitness,3.99,
775,Vêtements homme,29.99,3/4/2025
827,Parfums,3.29,
256,Ordinateurs,2.79,2/12/2025
945,Gaming,39.99,12/24/2023
954,Ordinateurs,8.99,6/5/2023
1281,Pilates,39.99,4/2/2022
620,Jouets éducatifs,129.99,1/11/2025
758,Décoration intérieure,39.99,11/21/2020
100,Smartphones,4.29,
1032,thé,2.29,8/8/2023
99,outils,34.99,5/8/2021
277,Photo,39.99,8/19/2024
133,spiritueux,49.99,11/22/2023
1103,Alimentation vegan,39.99,9/6/2021
1096,Gaming,3.29,8/15/2020
213,électroménager,89.99,
13,Pilates,4.99,10/8/2021
78,Puériculture,1.99,5/12/2021
906,Maquillage,2.49,
492,bagages,3.79,3/19/2022
1138,Entretien,3.99,9/7/2022
697,électroménager,1.99,6/18/2022
547,Produits capillaires,3.49,5/24/2023
7,Produits capillaires,3.99,4/24/2021
306,électroménager,3.99,10/29/2022
505,Ordinateurs,5.29,12/22/2023
500,Sports d’équipe,2.99,4/30/2024
150,Alimentation vegan,15.99,11/2/2022
501,domotique,3.49,10/11/2023
333,Jardinage,22.99,6/8/2022
62,Café,49.99,7/5/2022
857,outils de jardin,4.99,11/5/2023
409,Puériculture,25.99,7/1/2024
628,Sports d’équipe,249.99,3/6/2023
222,Sport d’hiver,5.99,
719,Produits capillaires,4.99,12/31/2022
526,thé,199.99,
542,Sacs,34.99,6/30/2023
119,Vêtements homme,1.39,5/14/2021
26,Cyclisme,14.99,7/21/2020
54,Soins de la peau,3.49,11/2/2023
710,Maquillage,24.99,7/5/2023
1085,outils de jardin,8.99,7/10/2021
204,Mobilier,34.99,3/2/2025
305,Jeux de société,18.99,
1267,Chaussures,9.99,8/21/2021
1151,Cyclisme,3.29,3/7/2021
1078,bijoux,34.99,6/28/2022
105,musculation,39.99,
347,Sports d’équipe,19.99,7/27/2020
619,Sports d’équipe,19.99,5/21/2022
840,Sacs,7.99,
305,Entretien,14.99,
284,musculation,99.99,6/19/2023
379,Literie,22.99,
867,Smartphones,49.99,2/25/2022
465,Yoga,5.99,4/15/2022
40,Pièces détachées,34.99,
1143,Sports d’équipe,19.99,10/4/2022
116,Puériculture,4.29,7/9/2023
848,Santé,5.49,11/18/2023
647,Jouets éducatifs,12.99,9/29/2020
1284,Vins,79.99,2/5/2022
153,Objets connectés,5.49,
693,outils,25.99,3/19/2024
674,consoles,2.49,2/29/2024
644,tablettes,4.29,
961,course à pied,69.99,8/26/2021
515,bijoux,24.99,3/16/2025
1117,Alimentation vegan,34.99,7/27/2022
677,Literie,2.29,8/7/2020
315,Maquillage,44.99,6/9/2020
737,Pièces détachées,2.49,7/29/2023
457,Running,3.79,
340,randonnée,6.49,7/8/2024
1083,Sports nautiques,69.99,5/16/2025
1075,enfant,59.99,8/29/2021
1049,spiritueux,249.99,3/12/2023
681,bijoux,22.99,12/13/2023
863,Literie,29.99,
198,Objets connectés,5.99,
425,électroménager,6.99,7/28/2023
748,thé,49.99,12/28/2024
219,domotique,34.99,10/6/2022
89,musculation,2.29,
691,chambre,24.99,9/16/2024
1138,Produits bio,2.99,
565,course à pied,29.99,5/5/2021
456,Entretien,5.49,
513,Objets connectés,19.99,8/21/2023
62,Vins,26.99,5/20/2022
948,Produits bio,24.99,2/5/2022
512,Jeux de société,4.29,
1139,outils,5.99,4/10/2022
985,Santé,39.99,8/25/2023
857,randonnée,7.49,4/14/2025
50,Soins de la peau,19.99,1/10/2021
72,Pilates,129.99,11/2/2021
125,Jouets éducatifs,3.49,4/20/2025
211,Smartphones,14.99,2/4/2025
749,Jouets éducatifs,7.99,2/7/2023
436,Gaming,2.59,5/2/2025
561,consoles,1.29,
866,thé,2.99,4/12/2022
1221,Jardinage,3.49,4/10/2024
211,Chaussures,3.99,
1241,Gaming,2.99,
178,Cyclisme,10.99,11/23/2022
3,Vins,3.99,7/27/2021
767,Fitness,14.99,3/4/2024
1141,casques,4.29,2/28/2022
621,Mobilier,79.99,2/27/2021
1289,Ordinateurs,3.79,
1113,Vêtements homme,2.29,8/5/2023
326,bien-être,129.99,10/25/2022
1100,Vêtements homme,1.99,10/13/2020
302,nettoyage,1.29,10/2/2020
1233,Accessoires voiture,19.99,
1197,Sport d’hiver,79.99,11/17/2023
427,femme,5.29,7/12/2022
776,Chaussures,3.29,3/1/2022
143,Sport d’hiver,14.99,3/25/2022
70,Café,34.99,
674,Puériculture,6.99,11/13/2020
269,Sports d’équipe,89.99,9/24/2020
1121,Objets connectés,6.49,
523,Jouets éducatifs,3.99,2/7/2022
482,Éclairage,4.99,12/6/2024
358,course à pied,8.99,11/22/2023
386,Montres,3.49,4/13/2024
1280,Éclairage,4.49,11/9/2021
544,randonnée,1.29,4/25/2025
707,Sport d’hiver,14.99,8/27/2020
382,bijoux,129.99,1/3/2021
1256,outils de jardin,12.99,11/27/2022
1115,Sport d’hiver,2.59,10/15/2020
581,Smartphones,3.99,11/28/2023
211,électroménager,4.99,1/1/2024
1078,Accessoires voiture,15.49,1/29/2022
877,Ordinateurs,5.99,4/7/2024
643,Sport d’hiver,4.29,11/18/2022
713,électroménager,3.59,11/11/2024
1025,Pilates,1.79,8/11/2023
22,musculation,15.99,1/30/2022
451,Ordinateurs,2.59,
432,randonnée,89.99,8/9/2022
619,enfant,5.49,4/10/2021
799,Maquillage,99.99,2/12/2025
1250,Éclairage,19.99,10/6/2023
563,Ordinateurs,3.39,8/4/2021
842,Gaming,99.99,
109,randonnée,49.99,7/16/2022
94,électroménager,14.99,5/2/2025
1233,Objets connectés,29.99,7/18/2022
1162,Jeux de société,1.29,11/12/2024
900,outils,3.49,
1102,Produits capillaires,4.49,4/8/2022
309,outils de jardin,4.19,
847,Produits capillaires,1.29,2/4/2025
749,Soins de la peau,22.99,1/10/2024
994,Jeux de société,3.49,8/30/2020
769,Pilates,4.29,6/16/2022
325,casques,22.99,1/30/2024
1027,Vins,14.99,2/5/2021
768,domotique,2.59,6/28/2024
645,Yoga,19.99,
976,Pilates,39.99,12/20/2021
205,Literie,29.99,10/10/2020
728,Sacs,3.29,9/9/2022
1212,bien-être,29.99,
235,Pilates,49.99,
685,bien-être,14.99,5/14/2022
466,Produits capillaires,2.79,
158,Running,19.99,2/20/2024
901,Cuisine,49.99,5/10/2024
115,outils,49.99,
1011,Vêtements homme,22.99,12/14/2023
61,domotique,1.99,
579,randonnée,2.49,
904,course à pied,39.99,4/30/2021
829,nettoyage,5.49,3/7/2024
999,Santé,4.79,9/10/2023
1253,outils,4.99,2/19/2025
954,Mobilier,2.79,
967,Produits bio,24.99,7/27/2024
1249,Jeux de société,10.99,6/6/2024
1180,chambre,54.99,
918,Santé,5.99,12/14/2024
668,Photo,9.99,5/24/2023
511,Photo,1.79,8/25/2022
244,bijoux,89.99,
1213,bagages,2.39,
276,vidéo,4.29,4/15/2022
985,Photo,3.29,3/22/2025
1048,électroménager,19.99,11/3/2020
679,Mobilier,12.99,
698,musculation,5.49,2/20/2024
1157,Literie,2.99,3/5/2024
319,Produits capillaires,8.99,6/21/2023
315,Cuisine,12.99,2/20/2021
1250,Produits bio,12.99,12/28/2020
83,Bricolage,3.99,5/27/2023
859,spiritueux,24.99,2/21/2024
245,enfant,4.29,6/11/2021
1192,Cuisine,6.99,
57,Jouets éducatifs,24.99,3/14/2022
101,Sport d’hiver,5.99,
1287,Photo,29.99,5/4/2023
124,Photo,2.49,
51,Santé,4.79,
1191,Literie,4.49,8/18/2024
770,Chaussures,2.99,1/13/2023
408,randonnée,5.49,10/24/2022
73,Sports d’équipe,45.99,
214,outils,7.99,8/29/2020
461,électroménager,3.79,10/27/2020
499,Vêtements bébé,1.99,12/29/2022
11,Vêtements homme,22.99,11/26/2020
1020,Bricolage,89.99,3/27/2025
1054,Sports d’équipe,3.29,
742,Éclairage,39.99,12/16/2020
352,spiritueux,3.49,11/16/2023
1158,outils,15.99,8/11/2022
711,Lunettes de soleil,3.29,11/17/2023
159,Ordinateurs,3.59,9/13/2020
540,femme,49.99,8/19/2023
33,tablettes,39.99,2/15/2022
191,outils de jardin,3.29,
938,casques,24.99,
929,consoles,99.99,
612,Pilates,9.99,1/16/2021
36,randonnée,29.99,3/10/2021
937,Jardinage,19.99,7/24/2024
328,consoles,49.99,11/9/2024
557,Alimentation vegan,24.99,7/19/2022
397,Éclairage,39.99,6/3/2022
1064,Vêtements bébé,3.39,
196,Bricolage,14.99,4/12/2025
934,Ordinateurs,29.99,
1163,Sports nautiques,64.99,5/30/2024
595,outils de jardin,3.29,7/30/2024
476,Produits capillaires,29.99,2/17/2023
1050,Pièces détachées,5.99,12/19/2023
1123,Parfums,4.99,11/16/2024
1151,bijoux,39.99,9/19/2024
843,Vins,2.49,9/18/2023
1208,enfant,3.99,2/5/2022
642,Cyclisme,19.99,
1136,Pilates,14.99,11/20/2024
1198,Jardinage,2.99,11/9/2023
1128,Produits bio,6.49,
1124,bagages,44.99,11/15/2023
772,Alimentation vegan,6.99,
366,Mobilier,59.99,6/4/2021
730,Yoga,19.99,3/14/2021
649,randonnée,5.99,
737,Sports nautiques,2.29,
1022,Chaussures,4.99,8/22/2022
783,Pièces détachées,2.99,12/16/2022
663,Produits bio,2.49,
878,Objets connectés,4.49,
236,Maquillage,14.99,9/3/2022
849,Cuisine,69.99,2/5/2021
1146,Sports nautiques,149.99,10/8/2023
817,Camping,24.99,
1278,Pilates,3.29,6/30/2021
371,Cyclisme,3.99,4/2/2021
884,Montres,9.99,
481,électroménager,2.29,3/26/2025
867,Jouets éducatifs,5.99,7/18/2021
699,accessoires,1.99,8/4/2021
419,Cuisine,6.99,8/12/2023
1074,Sports nautiques,29.99,4/11/2023
340,Gaming,6.99,
1122,chambre,3.99,4/18/2021
790,Produits bio,129.99,1/16/2025
1266,Accessoires voiture,4.49,8/22/2021
1024,Sacs,24.99,3/18/2023
578,Lunettes de soleil,4.79,6/27/2022
642,Literie,24.99,11/23/2021
451,Fitness,9.99,
449,Parfums,24.99,2/10/2024
245,Parfums,49.99,
61,Lunettes de soleil,6.99,6/17/2020
1071,Smartphones,2.99,9/16/2020
835,thé,249.99,4/24/2024
927,domotique,2.29,2/2/2021
472,Lunettes de soleil,899.99,2/12/2025
950,Gaming,3.99,6/4/2022
665,course à pied,2.99,9/6/2024
1070,Literie,2.99,3/11/2023
10,Bricolage,3.99,12/9/2023
201,Smartphones,19.99,2/12/2022
221,Literie,139.99,
660,Gaming,2.99,3/28/2023
344,Montres,39.99,2/2/2025
25,Parfums,4.99,12/21/2024
894,outils de jardin,4.99,7/20/2020
1072,spiritueux,79.99,10/20/2023
388,Pièces détachées,10.99,
528,thé,5.49,10/23/2020
737,Audio,2.49,11/22/2022
904,Lunettes de soleil,5.99,6/10/2022
1007,Décoration intérieure,49.99,
841,bien-être,29.99,1/22/2024
238,Bricolage,8.99,1/4/2022
1021,Jeux de société,18.99,1/17/2025
751,consoles,45,5/7/2024
934,Décoration intérieure,35,10/2/2023
882,Yoga,39.99,5/18/2022
1228,Vins,59.99,7/3/2023
873,Produits capillaires,2.49,
1268,électroménager,29.99,1/11/2021
1052,Chaussures,4.99,8/27/2020
756,Jeux de société,89.99,
891,Yoga,2.79,11/7/2024
603,Cuisine,29.99,
332,Objets connectés,54.99,12/23/2023
377,Parfums,54.99,7/17/2020
870,Entretien,69.99,1/1/2021
1268,Audio,9.99,8/27/2024
250,domotique,5.99,5/30/2021
1009,Accessoires voiture,3.69,7/23/2023
492,Café,39.99,5/10/2021
464,Yoga,49.99,11/5/2020
1256,Maquillage,1.99,9/6/2020
1272,Café,15.99,
1012,Jouets éducatifs,59.99,12/12/2024
1270,Vêtements homme,4.99,6/8/2024
1019,Produits bio,5.99,1/19/2023
1044,enfant,22.99,1/26/2021
1072,bijoux,14.99,
677,Éclairage,4.99,12/16/2021
947,Gaming,24.99,11/26/2022
1229,Photo,4.99,6/22/2023
638,Jouets éducatifs,29.99,4/13/2025
894,Sacs,3.99,8/6/2023
957,Soins de la peau,3.99,4/26/2023
1112,Sport d’hiver,6.99,4/9/2025
390,Ordinateurs,39.99,3/10/2021
153,spiritueux,5.99,11/3/2021
570,Produits capillaires,5.49,5/28/2022
498,Décoration intérieure,79.99,
757,Jouets éducatifs,6.99,10/19/2024
197,Éclairage,18.99,10/19/2024
1255,Produits capillaires,19.99,9/11/2024
1213,Entretien,99.99,
943,Fitness,79.99,4/22/2023
320,Café,14.99,8/30/2022
589,Sport d’hiver,79.99,1/22/2024
1045,musculation,89.99,6/25/2024
311,Café,89.99,8/28/2022
307,Gaming,24.99,8/18/2020
261,Vêtements bébé,5.99,4/23/2023
508,enfant,3.99,
187,Soins de la peau,79.99,8/27/2021
316,enfant,39.99,
457,Vins,1.49,3/17/2025
210,Mobilier,129.99,
69,Jeux de société,69.99,
123,randonnée,15.99,3/11/2025
807,Sacs,39.99,9/23/2024
535,Maquillage,24.99,1/15/2023
501,Lunettes de soleil,2.99,5/7/2021
510,bijoux,24.99,9/2/2022
181,Cuisine,44.99,2/8/2022
1201,Sport d’hiver,49.99,5/1/2021
1276,Bricolage,4.89,11/7/2021
718,Puériculture,3.99,8/18/2021
906,électroménager,29.99,1/23/2021
396,Sacs,2.49,3/4/2021
171,domotique,1.99,7/27/2021
440,Vêtements homme,39.99,
1037,enfant,1.99,
1251,Camping,19.99,6/15/2023
74,Soins de la peau,4.29,
1262,musculation,14.99,3/4/2021
609,Vêtements homme,5.99,7/27/2024
297,spiritueux,12.99,
1124,Soins de la peau,19.99,
740,Vêtements homme,2.99,7/12/2022
1096,Sport d’hiver,39.99,
176,Mobilier,49.99,9/25/2023
156,Café,3.29,
432,casques,5.99,
579,Jeux de société,4.99,11/13/2022
921,Ordinateurs,29.99,5/20/2023
1057,Puériculture,3.99,1/26/2024
412,Décoration intérieure,2.99,12/7/2020
1036,Objets connectés,1.49,
177,chambre,64.99,10/8/2023
248,Éclairage,4.99,
317,spiritueux,4.19,
1018,domotique,19.99,
1025,Ordinateurs,24.99,10/27/2020
441,Produits capillaires,3.59,3/23/2025
102,Running,9.99,
153,Jardinage,15.99,
514,Jeux de société,89.99,12/19/2022
516,Pièces détachées,22.99,8/26/2024
1268,vidéo,24.99,4/16/2025
627,Sports nautiques,18.99,9/25/2021
1153,Photo,59.99,7/28/2023
763,Photo,4.5,4/24/2021
1112,Maquillage,15.99,11/1/2022
6,Sports nautiques,3.49,7/27/2020
364,Vins,49.99,12/22/2020
307,Bricolage,89.99,2/20/2022
881,Produits capillaires,3.29,4/1/2025
1209,électroménager,2.49,
847,Objets connectés,29.99,9/19/2021
1050,bagages,3.99,11/21/2021
1166,randonnée,4.49,12/14/2023
763,Mobilier,2.99,8/8/2024
14,Produits capillaires,3.99,
1039,Décoration intérieure,6.49,1/31/2022
448,Cuisine,19.99,4/1/2021
806,femme,3.99,4/19/2022
1,Café,4.99,
22,Cuisine,2.99,
949,chambre,4.99,5/4/2023
461,Puériculture,6.89,
1278,Puériculture,24.99,6/3/2020
1009,Décoration intérieure,1.89,4/22/2022
754,musculation,2.99,
1274,Smartphones,14.99,9/9/2024
654,Décoration intérieure,22.99,11/29/2020
826,Vêtements homme,39.99,12/22/2023
950,bijoux,19.99,5/28/2021
641,Soins de la peau,24.99,
1055,électroménager,3.49,7/21/2024
344,spiritueux,99.99,12/2/2021
277,Camping,7.99,
356,Gaming,8.49,
709,Vêtements homme,12.99,5/28/2022
911,outils,5.99,12/7/2021
147,Chaussures,22.99,3/6/2024
1166,Smartphones,3.89,10/31/2021
1046,Puériculture,59.99,
1146,casques,3.99,8/21/2024
146,vidéo,4.29,
63,Cyclisme,29.99,
615,Smartphones,1.69,5/19/2022
165,Café,12.99,
891,Smartphones,34.99,2/16/2024
418,Cyclisme,4.19,12/4/2021
635,Produits capillaires,39.99,4/18/2024
1252,accessoires,12.99,3/13/2022
581,Sacs,18.99,6/15/2020
630,Santé,5.49,6/12/2023
850,Cuisine,8.99,
120,Jouets éducatifs,10.99,1/17/2025
493,domotique,19.99,1/19/2022
393,domotique,3.99,12/20/2023
709,Montres,2.79,11/28/2024
1027,Alimentation vegan,4.29,6/28/2024
106,Sports d’équipe,1.49,8/3/2024
386,Lunettes de soleil,44.99,10/6/2021
703,Pièces détachées,3.99,
614,Cuisine,49.99,7/4/2020
1171,consoles,6.89,3/4/2024
662,Objets connectés,49.99,8/31/2024
806,Photo,34.99,9/29/2024
767,Accessoires voiture,299.99,9/7/2024
325,outils,49.99,8/27/2020
1189,chambre,4.29,3/5/2023
261,femme,12.99,7/21/2021
852,Alimentation vegan,249.99,4/9/2022
722,Parfums,4.99,12/5/2021
48,Ordinateurs,4.79,9/11/2023
436,Smartphones,39.99,9/28/2021
724,Alimentation vegan,2.99,9/5/2023
618,Camping,3.29,3/3/2025
324,randonnée,2.99,
220,chambre,79.99,12/17/2024
766,Entretien,54.99,1/31/2025
1147,outils,2.99,8/30/2023
312,Café,9.49,8/19/2022
442,Jouets éducatifs,2.09,1/13/2022
529,nettoyage,2.99,
25,Chaussures,2.99,8/8/2020
810,bagages,149.99,10/31/2020
1170,bien-être,2.49,11/13/2022
154,Maquillage,39.99,10/7/2021
271,Lunettes de soleil,6.29,11/4/2021
56,Soins de la peau,3.99,3/31/2025
861,tablettes,29.99,
980,Jouets éducatifs,24.99,11/26/2021
529,Soins de la peau,29.99,8/6/2024
691,accessoires,89.99,1/8/2022
239,Produits bio,49.99,
930,Yoga,3.59,5/25/2024
597,Gaming,3.29,8/5/2020
355,Bricolage,4.99,11/7/2024
612,chambre,129.99,
1244,chambre,12.99,12/10/2023
863,bien-être,2.99,2/3/2024
1211,Vêtements homme,12.99,10/22/2024
668,Sports d’équipe,22.99,12/13/2022
1051,Produits capillaires,29.99,8/31/2023
239,Sacs,2.49,10/9/2022
1043,Vins,4.49,11/6/2022
1280,Pièces détachées,69.99,2/21/2024
9,bijoux,6.99,
1002,Lunettes de soleil,49.99,
1238,Cyclisme,3.29,4/7/2022
562,Produits capillaires,5.49,2/13/2022
43,électroménager,2.89,11/9/2022
741,Audio,29.99,8/27/2021
289,enfant,22.99,2/8/2024
1078,Sports d’équipe,15.99,3/25/2024
511,Smartphones,3.99,4/16/2022
1124,Ordinateurs,23.99,
70,Cyclisme,7.99,10/6/2020
132,Objets connectés,49.99,1/2/2024
113,thé,9.99,6/22/2024
1166,chambre,3.29,3/18/2021
288,Photo,8.99,8/2/2022
1000,Café,5.99,1/6/2023
1175,Accessoires voiture,39.99,12/21/2022
876,Puériculture,19.99,6/22/2023
35,Pilates,39.99,
508,casques,39.99,6/10/2022
717,chambre,3.49,11/26/2023
307,vidéo,35.99,
679,bagages,14.99,10/18/2024
84,consoles,149.99,2/1/2024
478,Éclairage,14.99,2/27/2024
474,Montres,19.99,3/29/2023
352,Pilates,2.99,7/16/2020
598,Éclairage,8.99,9/5/2020
62,Montres,9.99,12/18/2023
5,Smartphones,39.99,8/17/2023
355,Lunettes de soleil,10.99,8/30/2024
407,randonnée,18.99,8/16/2022
874,Vêtements bébé,15.99,10/26/2020
296,Soins de la peau,49.99,5/9/2025
591,casques,4.49,7/17/2023
636,Santé,24.99,4/28/2025
751,électroménager,3.49,3/22/2023
268,Literie,7.99,11/17/2021
1232,Camping,89.99,6/28/2021
334,accessoires,29.99,8/18/2022
1150,Parfums,29.99,6/16/2022
1171,Bricolage,3.29,4/8/2025
6,électroménager,5.99,4/20/2024
53,Jardinage,2.29,12/11/2024
1247,Sport d’hiver,1.99,
272,Puériculture,69.99,
987,Fitness,2.29,10/13/2023
1163,Produits capillaires,4.49,6/1/2022
672,Mobilier,34.99,9/19/2024
99,Literie,4.29,11/17/2024
1209,Literie,3.99,
330,Puériculture,1.5,9/13/2023
589,Vêtements bébé,24.99,
65,Entretien,12.99,1/23/2023
473,Audio,99.99,12/27/2020
1193,bagages,29.99,5/3/2022
797,chambre,3.49,9/24/2024
26,Photo,5.49,5/10/2025
335,thé,4.49,
1166,Photo,69.99,1/28/2025
856,randonnée,4.29,11/15/2024
753,Décoration intérieure,8.99,9/19/2024
804,Santé,6.49,9/27/2023
1198,Entretien,24.99,1/21/2022
1192,bijoux,39.99,
993,Maquillage,4.99,9/19/2023
443,bien-être,34.99,12/12/2023
535,Objets connectés,18.99,
774,bien-être,14.99,
703,Alimentation vegan,39.99,
451,Gaming,4.79,7/19/2023
1008,Sports nautiques,34.99,6/17/2020
1126,Yoga,3.29,11/23/2021
16,Éclairage,79.99,10/5/2023
259,Alimentation vegan,54.99,2/20/2022
849,Sacs,39.99,
4,chambre,14.99,12/27/2021
461,consoles,3.29,8/29/2020
1257,nettoyage,12.99,6/27/2023
71,Objets connectés,1.79,10/25/2022
877,Yoga,2.29,6/10/2024
281,Entretien,2.79,10/11/2021
728,thé,29.99,10/9/2023
96,casques,1.99,10/23/2024
815,Cuisine,34.99,9/19/2023
683,bien-être,2.49,10/21/2024
425,Santé,49.99,1/21/2022
955,Soins de la peau,5.49,3/11/2022
297,Café,2.59,11/28/2024
492,Yoga,4.49,5/7/2022
1098,Objets connectés,34.99,2/27/2021
181,vidéo,3.29,8/29/2023
1225,bagages,3.49,5/24/2023
461,Café,49.99,12/15/2024
690,chambre,29.99,2/15/2023
422,Café,99.99,1/7/2022
609,randonnée,2.99,6/4/2021
1000,Objets connectés,2.49,1/4/2025
370,femme,14.99,11/27/2022
196,Audio,0.99,9/5/2021
527,Santé,4.29,7/17/2024
1093,Mobilier,24.99,
1254,Santé,5.49,9/19/2024
885,Produits bio,4.49,
1055,course à pied,29.99,
227,Produits bio,149.99,8/21/2020
97,Accessoires voiture,3.49,9/5/2023
628,Jardinage,3.79,12/17/2024
233,Accessoires voiture,14.99,9/24/2024
22,Entretien,2.49,3/4/2025
912,Accessoires voiture,3.49,5/13/2025
301,Smartphones,3.99,2/8/2023
131,bijoux,19.99,
926,Literie,89.99,5/11/2024
360,randonnée,39.99,5/4/2025
185,Montres,49.99,6/26/2024
1236,spiritueux,19.99,11/12/2023
164,Maquillage,19.99,10/19/2024
730,chambre,39.99,7/6/2020
187,Café,2.99,9/9/2023
627,Fitness,69.99,12/31/2021
28,nettoyage,89.99,9/18/2021
275,Vins,2.99,11/4/2021
376,course à pied,6.99,4/24/2025
